1,2,1315,1341,43,2,1757,1.761e+04,3.163e+06,231.1,28.44,3.421e+06,3.421e+05,1.04,0.8,46.55,1.486,15.31,22.69,24.65,1.844,5213,412.1,1792,6612,2.902e+08,2.361e+47,18.08,2.536
2,2,685,1613,24,1,6852,4.338e+04,7.737e+06,362.5,34.8,8.851e+06,8.851e+05,1.1,0.8,32.47,1.18,25.4,47.43,53.61,22.36,1.528e+04,767.5,980.5,4.385e+04,3.552e+07,4.24e+47,7.394,3.217
3,2,1119,1357,33,2,1.007e+04,5.178e+04,8.601e+06,396,21.1,9.303e+06,9.303e+05,1.04,0.8,45.84,2.016,51.59,47.64,78.64,23.51,2.778e+04,1529,478.9,2.251e+04,2.357e+07,4.555e+47,20.57,6.733
4,2,762,1669,13,1,2055,9854,1.531e+06,173.1,27.37,1.752e+06,1.752e+05,1.1,0.8,20.3,0.8552,29.85,17.52,32.73,12.6,4582,358.4,520.4,1.311e+04,1.207e+07,5.017e+46,8.917,3.624
5,2,1169,1434,30,2,1.283e+04,4.832e+04,8.618e+06,382.6,19.56,9.321e+06,9.321e+05,1.04,0.8,36.19,1.596,64.15,42.01,82.52,34.21,3.625e+04,1884,435.7,2.98e+04,1.273e+07,3.605e+47,13.43,5.846
6,2,1338,1463,30,2,4266,1.298e+04,2.271e+06,198.5,18.06,2.456e+06,2.456e+05,1.04,0.8,21.91,0.8944,62.26,31.82,70.18,28.71,1.31e+04,848.2,158.7,9116,2e+06,4.034e+46,15.88,6.815
7,2,1059,444,40,345,2135,8585,1.825e+06,161.6,34.65,2.012e+06,2.012e+05,1.06,0.8,16.91,0.6921,28.75,18.54,33.14,11.64,4760,471.9,583.4,1.358e+04,9.27e+06,3.637e+46,5.45,2.04
8,2,1276,1478,24,2,1934,7049,1.213e+06,146.5,17.07,1.312e+06,1.312e+05,1.04,0.8,33.25,1.344,19.49,32.83,37.15,16.75,5663,474.8,302.6,1.014e+04,1.658e+07,1.025e+47,36.25,16.99
9,2,1459,621,36,345,1318,3070,4.91e+05,97.04,24.88,5.412e+05,5.412e+04,1.06,0.8,15.3,0.6624,9.45,14.61,7.382,9.568,2939,445,3162,6.05e+04,1.848e+08,1.252e+47,3.699,4.82
10,2,1136,407,38,345,4463,2.158e+04,4.761e+06,255.8,33.54,5.249e+06,5.249e+05,1.06,0.8,24.86,0.949,38.87,23.38,45.74,16.93,9951,734.7,798.7,2.705e+04,1.988e+07,1.552e+47,6.236,2.438
11,2,1132,1395,29,2,1795,6014,9.036e+05,135.4,16.55,9.773e+05,9.773e+04,1.04,0.8,20.28,0.8327,19.72,25.79,32.15,6.311,4988,477.8,301,3799,7.091e+06,1.645e+46,15.67,3.684
12,2,649,1708,14,1,3398,2.778e+04,4.824e+06,290.2,25.9,5.519e+06,5.519e+05,1.1,0.8,43.34,1.964,44.45,20.07,45.24,11.69,7577,552.5,858.2,2.007e+04,6.564e+07,3.74e+47,17.84,5.2
13,2,1322,1404,33,2,1197,3504,5.675e+05,103.6,16.22,6.139e+05,6.139e+04,1.04,0.8,13.35,0.5123,16.33,27.81,29.82,13.01,3304,334.5,219.7,5720,2.42e+06,9.333e+45,10.03,4.556
14,2,1131,469,37,345,2416,1.01e+04,2.086e+06,175.2,28.81,2.299e+06,2.299e+05,1.06,0.8,16.75,0.6628,19.63,43.68,44.23,21.93,5387,474.8,374.2,1.641e+04,4.371e+06,4.179e+46,6.247,3.199
