15,2,811,1685,28,1,1067,6798,9.583e+05,143.9,20.46,1.096e+06,1.096e+05,1.1,0.8,32.21,1.338,17.09,11.4,14.3,4.146,2379,274.8,1707,1.416e+04,2.283e+08,1.416e+47,15.67,4.981
16,2,1060,403,40,345,2648,8372,1.867e+06,159.6,31.17,2.058e+06,2.058e+05,1.06,0.8,13.41,0.5193,17.91,42.66,41.34,26.02,5904,570.4,383.2,1.994e+04,3.071e+06,3.217e+46,4.185,2.687
17,2,1279,1432,20,2,379,847,1.448e+05,51.85,14.61,1.566e+05,1.566e+04,1.04,0.8,10.08,0.4147,9.764,17.04,11.38,6.524,1144,164.3,385,5024,6.335e+06,4.603e+45,8.552,5.027
18,2,1281,1221,57,2,2304,7527,1.488e+06,151.4,14.24,1.61e+06,1.61e+05,1.04,0.8,22.59,1.027,19.15,49.4,46.79,28.93,8105,728.7,234,1.354e+04,4.7e+06,6.218e+46,17.18,10.87
19,2,1348,1341,68,2,867,4504,7.308e+05,117.3,14.03,7.904e+05,7.904e+04,1.04,0.8,23.64,0.9782,15.02,24.05,25.38,9.406,2511,250.9,390.5,7346,1.584e+07,3.826e+46,20.79,8.163
20,2,1102,1423,31,2,1692,4717,7.609e+05,120,14.11,8.23e+05,8.23e+04,1.04,0.8,20.35,0.8425,24.04,15.63,26.12,11.16,4850,504.7,383.9,8564,1.121e+07,3.259e+46,15.22,6.794
21,2,661,1627,39,1,3327,1.107e+04,1.709e+06,183.4,20.53,1.955e+06,1.955e+05,1.1,0.8,17.1,0.7223,28.46,20.32,34.9,7.492,7418,710.8,510.9,7655,7.884e+06,2.305e+46,6.045,1.52
22,2,624,1657,39,1,1189,3460,5.528e+05,102.9,21.15,6.324e+05,6.324e+04,1.1,0.8,11.89,0.4843,28.13,15.37,28.85,12.73,2651,352.4,241.9,6160,2.184e+06,7.98e+45,7.47,3.435
23,2,1221,1325,41,2,498,1571,2.773e+05,69.85,12.85,2.999e+05,2.999e+04,1.04,0.8,13.75,0.5913,19.11,12.66,18.14,6.948,1808,244.9,290.2,4032,5.573e+06,7.093e+45,13.25,5.367
24,2,1378,1401,36,2,883,2044,3.48e+05,79.44,12.77,3.764e+05,3.764e+04,1.04,0.8,13.75,0.5897,12.33,26.08,23.22,5.514,2765,346.4,222.2,2451,3.332e+06,4.659e+45,13.5,3.667
25,2,1284,1129,70,2,1312,3952,7.133e+05,109.9,12.8,7.715e+05,7.715e+04,1.04,0.8,17.39,0.806,22.43,18.43,27.97,5.595,4511,519.6,313.9,3512,6.25e+06,1.13e+46,12.7,3.074
26,2,608,1711,42,1,2239,7325,1.187e+06,149.3,21.05,1.358e+06,1.358e+05,1.1,0.8,17.47,0.802,13.77,37.96,32.72,9.636,4992,480.8,403.7,7781,6.937e+06,2.299e+46,8.518,2.762
27,2,1317,1208,64,2,555,1444,3.325e+05,67.04,12.19,3.596e+05,3.596e+04,1.04,0.8,26.18,1.228,10.25,24.74,18.97,6.548,2062,283.7,318,4165,2.116e+07,2.701e+46,41.87,15.55
28,2,1413,1491,29,2,178,364,6.471e+04,35.02,12.23,6.999e+04,6999,1.04,0.8,8.445,0.3232,13.52,7.645,nan,10.39,573,110.5,nan,nan,nan,nan,nan,nan
29,2,1103,954,38,345,863,2190,2.531e+05,82.18,13.62,2.737e+05,2.737e+04,1.04,0.8,10.54,0.4865,19.64,10.72,15.68,10.88,1947,235.9,354.3,7707,4.622e+06,7.672e+45,7.371,5.21
30,2,1067,1279,33,2,1274,3010,5.274e+05,96.1,12.43,5.704e+05,5.704e+04,1.04,0.8,19.61,0.9797,30.13,20.2,36.02,10.34,3998,445,139.9,2893,2.75e+06,1.09e+46,28.11,8.995
31,2,1342,1304,64,2,499,833,2.458e+05,51.44,11.89,2.659e+05,2.659e+04,1.04,0.8,19.15,0.8732,25.02,9.423,17.69,12.41,1929,271.8,270.6,6716,1.033e+07,2.205e+46,28.24,20.18
32,2,1192,915,59,345,577,1447,1.686e+05,67.11,13.43,1.823e+05,1.823e+04,1.04,0.8,8.722,0.3933,12.48,15.17,13.79,2.822,1338,200.1,305,1722,3.099e+06,1.379e+45,6.666,1.633
33,2,507,1864,13,1,1294,5246,1.109e+06,126.5,24.84,1.269e+06,1.269e+05,1.1,0.8,27.94,1.294,12.01,25.8,22.55,8.226,2885,313.6,794.5,1.307e+04,5.068e+07,9.582e+46,16.07,6.257
34,2,1311,1547,17,2,202,278,4.897e+04,31.08,11.72,5.296e+04,5296,1.04,0.8,5.146,0.1826,7.41,14.38,nan,14.62,729.1,143.3,nan,nan,nan,nan,nan,nan
35,2,1181,907,37,345,1112,2126,2.417e+05,80.99,13.03,2.614e+05,2.614e+04,1.04,0.8,8.707,0.3898,12.77,18.66,17.87,7.637,2508,352.4,260.7,3982,2.037e+06,2.782e+45,6,2.688
36,2,1537,1651,33,1,1177,2022,2.474e+05,79.02,12.51,2.831e+05,2.831e+04,1.1,0.8,8.817,0.4076,9.837,27.37,20.03,9.607,2818,328.5,224.6,4316,1.606e+06,3.068e+45,6.371,3.177
37,2,1398,529,35,345,1094,1500,2.419e+05,68.3,18.38,2.667e+05,2.667e+04,1.06,0.8,6.818,0.26,34.52,14.99,32.51,14.17,2439,319.6,80.33,2277,2.116e+05,9.689e+44,6.562,2.978
38,2,999,817,42,345,1170,3359,4.137e+05,101.4,14.67,4.561e+05,4.561e+04,1.06,0.8,17.84,0.8904,12.48,22.75,20.97,11.9,2609,271.8,330.1,7858,9.234e+06,2.267e+46,16.95,9.914
39,2,1165,393,57,345,579,1783,3.505e+05,74.3,22.6,3.864e+05,3.864e+04,1.06,0.8,17.36,0.7945,9.972,14.61,8.638,9.591,1291,218,1648,3.161e+04,1.059e+08,8.436e+46,7.8,8.724
40,2,1234,1252,73,2,294,556,1.508e+05,42.51,11.11,1.631e+05,1.631e+04,1.04,0.8,13.96,0.6399,12.85,12.27,10.31,5.936,1106,167.2,488.2,5796,1.7e+07,1.021e+46,14.28,8.444
41,2,663,1648,11,1,325,782,1.108e+05,49.91,16.83,1.267e+05,1.267e+04,1.1,0.8,14.19,0.6925,11.91,6.781,nan,6.545,724.7,143.3,nan,nan,nan,nan,nan,nan
42,2,1338,1596,18,1,147,214,3.169e+04,27.79,11.58,3.625e+04,3625,1.1,0.8,nan,nan,8.137,9.739,nan,0.8933,441.5,98.55,nan,nan,nan,nan,nan,nan
43,2,1138,597,61,345,506,1037,1.501e+05,57.12,17.01,1.655e+05,1.655e+04,1.06,0.8,12.17,0.5465,7.431,14.33,nan,12.99,1128,170.2,nan,nan,nan,nan,nan,nan
44,2,577,1863,42,1,4982,1.311e+04,2.424e+06,199.5,21.15,2.773e+06,2.773e+05,1.1,0.8,26.98,1.393,8.431,22.62,13.92,16.05,1.111e+04,970.6,4556,1.463e+05,4.39e+08,9.437e+47,4.231,4.919
45,2,1357,441,37,345,844,1634,2.782e+05,71.2,20.24,3.067e+05,3.067e+04,1.06,0.8,8.678,0.3759,14.22,12.16,12.11,6.545,1882,286.7,665.6,8714,7.624e+06,5.941e+45,3.444,1.916
46,2,1179,944,59,345,299,538,6.913e+04,41.87,12.24,7.477e+04,7477,1.04,0.8,6.794,0.2557,8.599,11.27,nan,6.21,724.7,128.4,nan,nan,nan,nan,nan,nan
47,2,1108,487,43,345,728,1294,2.173e+05,63.57,19.56,2.395e+05,2.395e+04,1.06,0.8,7.035,0.3086,11.27,19.82,16.74,10.51,1623,310.6,272.1,5723,1.482e+06,2.546e+45,4.006,2.572
48,2,1007,1056,37,2,318,961,1.153e+05,55.07,12.27,1.247e+05,1.247e+04,1.04,0.8,10.74,0.5358,11.92,8.467,nan,4.79,755.9,131.4,nan,nan,nan,nan,nan,nan
49,2,634,1802,34,1,476,1085,1.817e+05,58.38,18.81,2.079e+05,2.079e+04,1.1,0.8,7.012,0.3047,14.55,12.31,12.77,3.265,1061,167.2,405.5,2648,2.875e+06,1.289e+45,3.499,1.007
50,2,998,1224,45,2,1349,2281,3.306e+05,83.84,11.39,3.576e+05,3.576e+04,1.04,0.8,10.53,0.4801,41.55,10.52,29.06,8.976,3641,412.1,134.8,2420,9.472e+05,2.575e+45,10.43,3.518
51,2,1120,978,38,345,614,1127,1.572e+05,59.46,11.7,1.701e+05,1.701e+04,1.04,0.8,8.708,0.3817,13.03,24.72,23.27,15.04,1594,218,100,3009,6.005e+05,2.049e+45,12.01,7.93
52,2,1337,1318,53,2,105,238,7.5e+04,29.06,10.38,8.112e+04,8113,1.04,0.8,15.78,0.7382,8.557,6.268,nan,0.8906,499.5,110.5,nan,nan,nan,nan,nan,nan
53,2,1152,820,47,345,1033,1618,1.819e+05,70.86,12.77,2.006e+05,2.006e+04,1.06,0.8,10.66,0.5184,19.05,30.5,34.99,15.72,2303,364.3,52.13,1639,3.121e+05,1.717e+45,22.98,10.81
54,2,563,1787,44,1,624,1099,1.923e+05,58.74,19.37,2.2e+05,2.2e+04,1.1,0.8,8.888,0.422,35.83,9.033,23.35,37.5,1391,316.6,128.5,9638,8.011e+05,6.72e+45,9.707,15.65
55,2,1220,1609,23,1,618,938,1.59e+05,54.44,10.97,1.819e+05,1.819e+04,1.1,0.8,12.23,0.5573,10.27,13.75,7.928,8.317,1853,271.8,921.2,1.532e+04,3.201e+07,2.032e+46,7.551,7.986
56,2,1143,642,48,345,693,2590,3.561e+05,89.24,15.07,3.926e+05,3.926e+04,1.06,0.8,17.85,0.8909,11.15,12.76,8.099,3.567,1545,209.1,1905,1.359e+04,1.38e+08,3.999e+46,7.611,3.52
57,2,1199,1034,39,2,223,306,4.769e+04,32.41,10.97,5.158e+04,5158,1.04,0.8,nan,nan,14.06,9.261,5.822,5.147,666.7,125.4,484.3,4986,nan,nan,nan,nan
58,2,1460,1987,61,1,212,310,4.095e+04,32.6,14.57,4.685e+04,4685,1.1,0.8,5.394,0.2443,12.69,5.254,nan,7.782,472.7,107.5,nan,nan,nan,nan,nan,nan
59,2,1093,799,45,345,317,633,7.689e+04,45.17,13.04,8.476e+04,8476,1.06,0.8,7.015,0.3069,8.166,10.52,nan,3.423,706.8,140.4,nan,nan,nan,nan,nan,nan
60,2,1444,1895,57,1,532,885,1.083e+05,52.94,12.99,1.238e+05,1.239e+04,1.1,0.8,5.246,0.2044,10.07,19.98,14.88,3.604,1186,176.2,178.1,1284,6.067e+05,3.506e+44,3.828,1.047
61,2,1020,482,44,345,189,189,3.427e+04,26.39,18.9,3.778e+04,3778,1.06,0.8,nan,nan,9.25,14.13,5.925,9.39,421.4,92.58,342.6,6434,nan,nan,nan,nan
62,2,1180,881,60,345,386,826,8.882e+04,51.23,11.7,9.607e+04,9607,1.04,0.8,8.797,0.3997,9.828,11.78,nan,17.77,860.7,167.2,nan,nan,nan,nan,nan,nan
63,2,1369,1530,28,2,155,185,5.7e+04,26.16,10.22,6.165e+04,6165,1.04,0.8,7.007,0.3033,9.804,7.671,nan,1.415,784.9,146.3,nan,nan,nan,nan,nan,nan
