ncl,cltype,maxpix x,maxpix y,maxpix v,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,meansigv,errsigv,a,b,R,errR,area,perim
134,2,529,1794,45,195,272,4.157e+04,13.65,3.158,9.85e+05,9.85e+04,14.04,0.6568,13.78,11.92,11.12,12.07,2103,424.1
135,2,462,1821,41,353,392,2.773e+04,14.62,3.505,6.569e+05,6.569e+04,5.203,0.1943,20.41,9.813,14.8,16.18,1766,286.7
136,1,1146,755,45,0,0,6.086e+05,11.15,2.096,1.442e+07,1.442e+06,29.82,1.412,95.79,54,115.6,37.02,4.036e+04,4097
137,1,1156,669,52,218,260,1.275e+06,13.55,2.832,3.02e+07,3.02e+06,29.55,1.353,55.11,111.1,126,31.07,7.788e+04,7983
138,2,1075,790,47,0,0,1.085e+05,11.15,2,2.57e+06,2.57e+05,14.33,0.726,53.63,27.16,59.49,26.08,9878,1529
139,2,938,1745,42,0,0,2.14e+04,11.15,2.106,5.069e+05,5.069e+04,8.586,0.3519,24.24,16.06,26.81,13.57,2210,462.9
140,1,1146,755,45,0,0,2.591e+05,11.15,2.096,6.138e+06,6.138e+05,22.51,1.005,31.23,49.5,61.44,19.4,1.619e+04,1457
141,2,553,1736,44,112,114,1.912e+04,12.26,3.175,4.53e+05,4.53e+04,6.777,0.2606,10.62,8.874,nan,4.938,1307,244.9
142,2,570,1784,44,679,1386,9.08e+04,21,4.917,2.151e+06,2.151e+05,9.908,0.3638,18.24,15.09,20.43,5.432,3652,549.5
143,2,451,1824,44,1169,1552,1.196e+05,21.88,3.599,2.835e+06,2.835e+05,14.14,0.6779,43.51,21.52,46.53,24.67,5396,827.2
144,2,1146,755,45,0,0,4.563e+04,11.15,2.096,1.081e+06,1.081e+05,12.14,0.5382,20.09,22.6,29.82,11.74,4442,686.9
145,2,1058,379,47,398,596,2.774e+04,16.14,4,6.571e+05,6.571e+04,8.706,0.3831,14.22,7.669,nan,21.34,1186,203.1
146,2,1156,669,52,218,260,5.109e+05,13.55,2.832,1.211e+07,1.211e+06,23.9,1.018,54.84,24.06,56.37,25.91,2.517e+04,2323
147,2,571,1883,46,236,360,1.992e+04,14.37,5.9,4.72e+05,4.72e+04,5.351,0.2321,12.52,5.633,nan,7.904,526.2,125.4
148,2,848,1968,47,20,20,3.463e+04,11.35,2.657,8.205e+05,8.205e+04,8.467,0.3336,19.8,31.31,36.44,17.81,3280,513.7
149,2,1129,514,52,61,61,3.857e+04,11.76,2.865,9.138e+05,9.138e+04,15.98,0.7992,11.71,25.85,22.13,16.57,2731,570.4
150,2,1155,835,52,0,0,4.004e+04,11.15,1.885,9.486e+05,9.486e+04,14.03,0.6475,12.81,27.98,25.23,11.76,3382,528.6
151,1,1169,780,51,0,0,8.549e+04,11.15,1.98,2.026e+06,2.026e+05,13.88,0.6146,24.24,64.19,61.65,35.37,7813,1144
152,2,1013,1515,47,84,84,5.436e+04,11.98,3.041,1.288e+06,1.288e+05,4.985,0.1485,21.65,42.72,46.19,18.95,6671,869.1
153,2,1169,780,51,0,0,4.344e+04,11.15,1.98,1.029e+06,1.029e+05,11.97,0.5025,20.31,37.16,41.03,14.34,4424,695.8
154,2,1201,1262,52,0,0,5.572e+04,11.15,1.584,1.32e+06,1.32e+05,17.31,0.7797,48.82,14,38.67,22.12,6602,922.8
