ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
156,2,1199,1033,39,2,0,0,2.953e+04,11.15,1.656,7.678e+05,7.678e+04,25,0.8,9.395,0.3556,19.11,30.39,34.99,15.92,4368,558.5,199.6,21.42,9.274e+05,1.271e+06,4.659,2.199
157,2,1072,1386,36,2,0,0,2230,11.15,1.529,5.799e+04,5799,25,0.8,nan,nan,8.562,11.36,nan,8.751,468.2,104.5,nan,nan,nan,nan,nan,nan
158,1,626,1655,39,1,285,323,1.373e+05,14.07,3.281,3.765e+06,3.765e+05,26.36,0.8,12.9,0.5453,43.52,15.67,38.62,10.61,6473,674.9,803.5,82.16,6.382e+06,5.325e+06,1.978,0.6019
159,2,656,1628,41,1,74,77,9.186e+04,11.91,2.611,2.519e+06,2.519e+05,26.36,0.8,12.91,0.581,24.63,15.96,26.99,10.12,4328,519.6,1101,119.2,1.251e+07,1.418e+07,2.067,0.8237
160,2,569,1848,39,1,213,229,2.789e+04,13.29,4.486,7.646e+05,7.646e+04,26.36,0.8,7.375,0.2799,18.39,27.23,31.84,9.778,2314,415.1,240.1,25,7.557e+05,7.027e+05,2.623,0.8703
161,1,1054,442,41,345,2988,1.048e+04,5.182e+05,50.19,8.997,9.152e+06,9.152e+05,16.98,0.8,15.26,0.4868,16.22,42.57,38.92,27.23,7398,564.4,1923,218.5,2.121e+07,4.457e+07,1.148,0.8144
162,1,1029,1373,38,2,0,0,4.895e+04,11.15,2.021,1.273e+06,1.273e+05,25,0.8,10.91,0.5651,16.28,43.95,39.76,20.86,6361,746.6,256.3,27.56,1.412e+06,2.232e+06,4.304,2.342
163,2,1029,1377,40,2,0,0,1.648e+04,11.15,1.668,4.284e+05,4.284e+04,25,0.8,9.962,0.5626,15.88,9.612,9.646,10.38,1775,265.8,1465,512,2.777e+07,8.978e+07,2.588,2.813
164,2,626,1655,39,1,203,238,3.028e+04,13.37,3.281,8.302e+05,8.302e+04,26.36,0.8,7.501,0.2153,13.63,12.25,11.45,2.361,1423,188.1,2016,229.2,1.826e+07,1.149e+07,0.8986,0.2123
165,1,451,1824,44,1,620,911,1.809e+05,18.23,3.599,4.96e+06,4.96e+05,26.36,0.8,23.99,0.9994,41.05,13,33.16,8.067,5053,492.8,1436,147,4.593e+07,3.405e+07,4.457,1.23
166,2,1054,442,41,345,778,2007,1.188e+05,24.14,8.997,2.098e+06,2.098e+05,16.98,0.8,9.231,0.2638,16.95,11.6,14.46,6.017,1746,241.9,3192,421.6,3.464e+07,4.341e+07,0.6802,0.2936
167,2,1140,895,39,345,0,0,6733,11.15,1.205,1.751e+05,1.751e+04,25,0.8,6.361,0.2142,11.46,15.17,12.21,10.44,1467,191.1,373.8,86.98,2.282e+06,5.86e+06,3.268,2.823
168,2,778,1538,43,2,0,0,2.649e+04,11.15,1.96,6.888e+05,6.888e+04,25,0.8,12.31,0.5936,21.96,28.85,36.93,8.244,3960,552.5,160.7,16.34,1.215e+06,8.311e+05,9.413,2.475
169,2,746,1585,40,1,0,0,1.242e+04,11.15,1.693,3.404e+05,3.404e+04,26.36,0.8,10.51,0.5099,15.84,6.817,nan,24.34,1356,230,nan,nan,nan,nan,nan,nan
170,2,461,1821,41,1,311,314,4.789e+04,14,3.468,1.313e+06,1.313e+05,26.36,0.8,11.49,0.5525,39.69,9.527,26.25,36.18,2680,415.1,606.7,113.2,5.624e+06,2.327e+07,3.058,4.236
171,2,1048,419,42,345,1074,2169,1.154e+05,24.9,7.183,2.039e+06,2.039e+05,16.98,0.8,9.998,0.4467,11.58,32.69,26.28,21.61,2653,349.4,939.8,128.9,6.586e+06,1.627e+07,1.492,1.243
172,1,1109,490,43,345,235,259,7.974e+04,13.55,2.933,1.408e+06,1.408e+05,16.98,0.8,14.85,0.5996,23.62,16.65,27.01,10.1,4406,543.5,614.6,66.55,9.239e+06,1.043e+07,4.895,1.936
173,2,1104,516,41,345,6,6,5334,11.21,2.493,9.42e+04,9420,16.98,0.8,5.401,0.2873,6.964,7.594,nan,1.031,461.6,98.55,nan,nan,nan,nan,nan,nan
174,2,997,768,40,345,0,0,1740,11.15,0.8252,3.072e+04,3072,16.98,0.8,5.644,0.3469,3.23,7.536,nan,0.7156,762.6,167.2,nan,nan,nan,nan,nan,nan
175,1,1155,835,52,345,0,0,2.615e+05,11.15,1.885,6.798e+06,6.798e+05,25,0.8,45.52,2.358,14.39,39.25,34.39,20.63,2.086e+04,1541,1830,206.5,2.031e+08,3.667e+08,12.14,7.49
176,2,1215,1327,41,2,0,0,3.388e+04,11.15,2.144,8.81e+05,8.81e+04,25,0.8,12.75,0.5712,21.96,13.41,21.63,10.9,1764,241.9,599.4,73.12,8.3e+06,1.26e+07,4.624,2.411
177,2,1038,1353,41,2,0,0,1.87e+04,11.15,1.757,4.861e+05,4.861e+04,25,0.8,5.567,0.2935,19.34,13.1,18.96,11.44,3106,403.2,430.5,59.54,1.297e+06,2.355e+06,1.4,0.869
178,2,606,1719,44,1,378,679,8.071e+04,16.72,3.479,2.213e+06,2.213e+05,26.36,0.8,14.96,0.657,10.65,13.99,9.141,8.52,3474,394.2,8430,2713,3.802e+08,1.064e+09,1.071,1.008
179,1,938,1745,42,1,0,0,1.835e+04,11.15,2.106,5.03e+05,5.03e+04,26.36,0.8,8.024,0.4089,26.16,13.17,24.5,17.38,2361,307.6,266.7,35.32,1.29e+06,2.752e+06,3.632,2.628
180,2,1109,490,43,345,204,225,6.422e+04,13.26,2.933,1.134e+06,1.134e+05,16.98,0.8,13.24,0.5605,21.21,15.72,23.89,11.34,3585,462.9,632.4,73.62,8.552e+06,1.223e+07,4.28,2.108
181,2,1074,790,47,345,0,0,6.312e+04,11.15,1.969,1.115e+06,1.115e+05,16.98,0.8,20.4,0.8891,61.07,23.62,59.18,27.49,6999,764.5,101.3,10.41,1.313e+06,1.838e+06,25.59,12.36
182,2,958,1269,41,2,0,0,5.483e+04,11.15,1.59,1.426e+06,1.426e+05,25,0.8,9.863,0.8447,15.95,32.33,32.44,11.01,8252,707.8,431.2,45.2,2.382e+06,2.471e+06,2.564,1.008
183,2,599,1524,40,2,0,0,2266,11.15,1.056,5.892e+04,5892,25,0.8,5.273,0.2135,12.18,7.553,nan,9.014,697.9,155.3,nan,nan,nan,nan,nan,nan
184,2,938,1747,42,1,0,0,9009,11.15,1.999,2.47e+05,2.47e+04,26.36,0.8,5.241,0.2063,13.45,11.43,9.794,7.546,1041,167.2,819.6,210.1,4.234e+06,9.8e+06,1.261,0.9849
185,2,577,1867,42,1,1137,2002,1.022e+05,24.12,7.977,2.801e+06,2.801e+05,26.36,0.8,12.23,0.6173,12.95,30.28,26.95,15.35,2566,364.3,1228,145.4,1.255e+07,2.152e+07,1.666,0.9781
186,1,1156,835,52,345,0,0,1.117e+05,11.15,1.875,1.972e+06,1.972e+05,16.98,0.8,33.6,1.626,13.34,32.54,28.92,17.56,9565,955.7,750.4,88.67,5.397e+07,9.857e+07,19.18,11.95
187,2,565,1732,44,1,0,0,1.328e+04,11.15,2.166,3.64e+05,3.64e+04,26.36,0.8,7.48,0.457,12.27,14.94,13.21,7.09,1316,209.1,664.5,104.8,5.186e+06,8.393e+06,2.351,1.315
188,2,570,1784,44,1,289,599,3.96e+04,16.16,4.917,1.086e+06,1.086e+05,26.36,0.8,9.03,0.24,34.68,8.748,22.17,18.81,1793,334.5,703.1,107.1,4.763e+06,1.214e+07,1.928,1.651
189,2,1169,817,45,345,0,0,4.205e+04,11.15,1.811,7.426e+05,7.426e+04,16.98,0.8,23.26,1.058,13.01,16.54,16.07,10.33,3262,385.3,915.8,143.1,5.679e+07,1.098e+08,13.55,8.904
190,1,991,910,47,345,0,0,2467,11.15,1.148,6.414e+04,6414,25,0.8,3.379,0.1978,5.928,10.5,nan,4.192,769.3,191.1,nan,nan,nan,nan,nan,nan
191,2,999,905,43,345,0,0,588.8,11.15,0.605,1.531e+04,1531,25,0.8,1.158,3.848e+04,11.39,6.559,nan,7.589,459.3,104.5,nan,nan,nan,nan,nan,nan
192,2,1263,1392,42,2,0,0,549.8,11.15,0.6187,1.43e+04,1430,25,0.8,nan,nan,6.887,8.777,nan,2.203,350.1,125.4,nan,nan,nan,nan,nan,nan
193,2,1372,1446,45,2,0,0,1.103e+04,11.15,1.075,2.869e+05,2.869e+04,25,0.8,9.067,0.2563,22.4,13.4,21.97,14.87,2078,244.9,189.2,25.76,1.304e+06,2.652e+06,7.292,5.006
194,2,620,1623,42,1,0,0,3508,11.15,1.56,9.617e+04,9617,26.36,0.8,nan,nan,6.212,7.409,nan,1.141,753.6,140.4,nan,nan,nan,nan,nan,nan
195,2,953,1759,43,1,0,0,5278,11.15,1.775,1.447e+05,1.447e+04,26.36,0.8,nan,nan,11.07,14.11,10.13,4.638,862.9,155.3,449.1,75.68,nan,nan,nan,nan
196,1,1153,363,53,345,20,20,9.754e+04,11.35,2.487,1.723e+06,1.723e+05,16.98,0.8,41.55,2.84,13.05,39.53,32.46,18.14,3543,379.3,520.4,58.57,5.1e+07,8.593e+07,37.68,22
197,2,1129,514,52,345,55,55,8.874e+04,11.7,2.865,1.567e+06,1.567e+05,16.98,0.8,22.8,1.361,8.253,14.58,2.778,37.35,6098,549.5,6.466e+04,9.393e+05,2.229e+10,8.991e+11,1.067,14.35
198,1,1156,669,52,345,108,125,2.476e+05,12.36,2.832,4.373e+06,4.373e+05,16.98,0.8,23.06,0.7174,40.83,37.8,61.39,17.23,1.289e+04,907.9,369.4,37.28,5.895e+06,5.013e+06,8.647,2.633
199,2,1102,875,46,345,0,0,5431,11.15,1.193,1.412e+05,1.412e+04,25,0.8,5.07,0.2428,5.831,9.58,nan,1.733,1061,176.2,nan,nan,nan,nan,nan,nan
200,2,1017,478,44,345,0,0,2421,11.15,1.308,4.276e+04,4276,16.98,0.8,nan,nan,9.592,14.7,7.902,11.93,506.1,104.5,218,126.8,nan,nan,nan,nan
201,2,458,1821,46,1,218,227,2.715e+04,13.27,3.407,7.444e+05,7.444e+04,26.36,0.8,10.05,0.4259,11.75,8.133,nan,5.52,1320,191.1,nan,nan,nan,nan,nan,nan
202,2,1153,671,54,345,9,9,6.117e+04,11.24,2.558,1.08e+06,1.08e+05,16.98,0.8,20.35,1.033,21.03,16.55,24.68,5.79,3991,456.9,564.3,58.68,1.744e+07,1.252e+07,10.96,3.007
203,1,1153,671,54,345,11,11,7.457e+04,11.26,2.558,1.317e+06,1.317e+05,16.98,0.8,21.57,0.9589,21.45,16.78,25.32,6.26,5434,624.2,654.1,68.16,2.214e+07,1.669e+07,10.35,2.911
204,2,991,910,47,345,0,0,1744,11.15,1.148,4.534e+04,4534,25,0.8,2.66,0.2736,5.565,9.512,nan,3.347,639.9,143.3,nan,nan,nan,nan,nan,nan
205,2,1153,363,53,345,8,8,1.036e+04,11.23,2.487,1.829e+05,1.829e+04,16.98,0.8,1.909,3.793,6.896,9.155,nan,2.627,813.8,173.2,nan,nan,nan,nan,nan,nan
206,2,1120,478,46,345,0,0,2627,11.15,1.914,4.639e+04,4639,16.98,0.8,nan,nan,10.76,10.23,nan,18.16,515.1,101.5,nan,nan,nan,nan,nan,nan
207,2,1156,669,52,345,55,55,4.315e+04,11.7,2.832,7.621e+05,7.621e+04,16.98,0.8,13.63,0.824,51.03,6.97,25.09,27.17,3942,597.3,385.3,63.02,5.258e+06,1.71e+07,7.089,7.756
208,2,1333,1316,50,2,0,0,6702,11.15,1.083,1.743e+05,1.743e+04,25,0.8,15.6,0.8064,10.73,7.149,nan,4.852,680.1,137.4,nan,nan,nan,nan,nan,nan
209,1,1013,1515,47,2,84,84,1.772e+04,11.98,3.041,4.608e+05,4.608e+04,25,0.8,4.606,0.1012,21.5,29.15,36.69,8.758,2760,388.2,109,11.1,1.161e+05,8.407e+04,1.956,0.5134
210,2,1013,1515,47,2,84,84,8265,11.98,3.041,2.149e+05,2.149e+04,25,0.8,nan,nan,18.33,10.43,13.96,9.844,1106,221,351.1,63.77,nan,nan,nan,nan
211,2,1002,1506,47,2,0,0,5788,11.15,1.832,1.505e+05,1.505e+04,25,0.8,nan,nan,11.29,24.21,20.3,7.368,1137,185.2,116.3,13.19,nan,nan,nan,nan
212,2,1070,746,54,345,0,0,3.611e+04,11.15,1.469,6.377e+05,6.377e+04,16.98,0.8,15.62,0.6155,32.14,15.56,31.8,16.56,4404,477.8,200.7,22.36,2.835e+06,4.444e+06,14.08,7.55
213,2,1200,1267,51,2,0,0,1.014e+04,11.15,1.564,2.638e+05,2.638e+04,25,0.8,9.883,0.4118,13.83,10.12,7.709,8.438,1017,170.2,1413,618.3,3.298e+07,1.084e+08,3.306,3.644
214,2,1170,588,52,345,0,0,1.138e+04,11.15,1.623,2.009e+05,2.009e+04,16.98,0.8,11.22,0.4641,6.791,13.92,nan,11.13,1523,235.9,nan,nan,nan,nan,nan,nan
215,2,1151,795,49,345,0,0,3151,11.15,1.386,5.564e+04,5564,16.98,0.8,nan,nan,11.42,15.57,12.63,7.007,568.6,116.5,111,18.36,nan,nan,nan,nan
216,2,774,948,51,345,0,0,7781,11.15,1.577,2.023e+05,2.023e+04,25,0.8,7.853,0.637,7.541,21.59,10.96,24.52,1478,250.9,536.5,333.2,5.564e+06,3.737e+07,3.868,8.689
217,2,1169,1247,52,2,0,0,2876,11.15,1.018,7.478e+04,7478,25,0.8,6.765,0.291,8.021,9.75,nan,3.601,539.6,113.5,nan,nan,nan,nan,nan,nan
218,1,1031,1345,55,2,0,0,5.648e+04,11.15,1.775,1.468e+06,1.468e+05,25,0.8,13.08,0.4408,35.41,49.77,65.93,18.96,7869,1051,107.5,10.85,5.144e+05,4.481e+05,8.901,2.776
219,2,1083,1356,55,2,0,0,1.142e+04,11.15,1.182,2.97e+05,2.97e+04,25,0.8,7.751,0.4361,17.41,10.14,12.51,12.73,2448,456.9,604,159.3,5.342e+06,1.633e+07,2.931,3.016
220,1,1282,1095,73,2,42,42,5.208e+05,11.57,2.703,1.354e+07,1.354e+06,25,0.8,41.37,2.208,32.64,92.04,87.34,57.86,2.35e+04,1517,565,57.95,2.039e+07,4.064e+07,12.78,8.673
221,1,1282,1095,73,2,42,42,4.314e+05,11.57,2.703,1.122e+07,1.122e+06,25,0.8,41.42,2.245,33.55,92.97,89.06,55.74,2.016e+04,1281,450.1,46,1.597e+07,3.008e+07,15.78,10.14
222,2,1180,799,55,345,0,0,1.16e+04,11.15,1.476,2.048e+05,2.048e+04,16.98,0.8,9.077,0.5315,9.36,11.85,nan,14.1,1643,253.8,nan,nan,nan,nan,nan,nan
223,2,1031,1345,55,2,0,0,2.276e+04,11.15,1.775,5.919e+05,5.919e+04,25,0.8,6.48,0.2481,16.1,36.16,35.05,11.55,2647,382.3,153.4,15.93,3.385e+05,3.375e+05,2.88,1.016
224,2,1157,381,55,345,0,0,3.784e+04,11.15,2.323,6.682e+05,6.682e+04,16.98,0.8,17.33,0.9056,20.1,10.6,15.9,4.914,1735,235.9,841.2,97.38,2.926e+07,2.746e+07,8.274,2.823
225,2,1153,688,55,345,0,0,9340,11.15,2.248,1.649e+05,1.649e+04,16.98,0.8,7.034,0.188,13.73,6.968,nan,6.442,1115,188.1,nan,nan,nan,nan,nan,nan
226,1,1297,1178,64,2,0,0,1.492e+05,11.15,1.782,3.879e+06,3.879e+05,25,0.8,34.12,1.726,26.18,48.92,55.44,18.86,9102,863.1,401.7,40.84,1.554e+07,1.601e+07,19.27,7.105
227,2,1141,604,61,345,0,0,3.668e+04,11.15,1.857,6.479e+05,6.479e+04,16.98,0.8,18.11,1.007,11.75,24.61,21.31,15.63,3342,301.6,454.1,65.27,1.287e+07,2.838e+07,12.49,9.346
228,1,1178,950,60,345,0,0,4.944e+04,11.15,1.787,1.285e+06,1.285e+05,25,0.8,13.21,0.4981,24.79,47.42,52.89,26.15,5418,582.4,146.3,15.19,8.886e+05,1.323e+06,8.308,4.237
229,1,1186,910,58,345,0,0,3.12e+04,11.15,1.617,8.113e+05,8.113e+04,25,0.8,10.79,0.4429,13.48,34.01,30.02,9.009,3496,388.2,286.6,29.92,2.047e+06,1.862e+06,4.988,1.63
230,2,1186,910,58,345,0,0,1.885e+04,11.15,1.617,4.902e+05,4.902e+04,25,0.8,7.179,0.1419,11.96,25.82,22.49,15.92,2223,355.4,308.4,42.41,1.302e+06,2.768e+06,2.739,1.961
231,1,1305,1195,60,2,0,0,8.976e+04,11.15,1.656,2.334e+06,2.334e+05,25,0.8,22.89,0.8742,21.81,35.93,41.96,16.6,5860,603.3,421.9,43.84,9.702e+06,1.158e+07,10.91,4.529
232,1,1305,1195,60,2,0,0,6.82e+04,11.15,1.656,1.773e+06,1.773e+05,25,0.8,20.22,0.8819,16.57,30.89,32.28,16.42,4357,448,541.6,59.9,1.264e+07,1.936e+07,8.624,4.533
233,2,1305,1195,60,2,0,0,5.213e+04,11.15,1.656,1.355e+06,1.355e+05,25,0.8,16.65,0.6995,10.21,33.92,24.59,19.16,3240,409.1,713.6,98.47,1.481e+07,3.469e+07,5.822,4.601
234,2,1459,1886,58,1,0,0,3.639e+04,11.15,2.023,9.978e+05,9.978e+04,26.36,0.8,7.915,0.2593,19.28,22.96,29.32,7.236,2838,361.4,369.6,38.12,1.455e+06,1.091e+06,2.132,0.5847
235,2,1191,887,58,345,0,0,8153,11.15,1.298,2.12e+05,2.12e+04,25,0.8,9.139,0.6269,11.1,13.54,9.32,5.829,1093,182.2,776.8,174.6,1.282e+07,2.416e+07,4.253,2.756
236,2,1164,1277,62,2,0,0,3.714e+04,11.15,1.455,9.656e+05,9.656e+04,25,0.8,17.46,1.029,31.53,9.298,21.55,25.22,4134,445,661.6,126.4,1.724e+07,6.057e+07,7.881,9.302
237,2,1178,950,60,345,0,0,9873,11.15,1.787,2.567e+05,2.567e+04,25,0.8,5.861,0.2047,12.03,14.98,12.89,4.767,994.5,149.3,492,64.94,2.416e+06,2.698e+06,1.997,0.778
238,2,1234,1210,59,2,0,0,5219,11.15,1.523,1.357e+05,1.357e+04,25,0.8,7.965,0.2438,7.176,9.298,nan,1.837,421.4,131.4,nan,nan,nan,nan,nan,nan
239,1,1313,1318,66,2,0,0,1.74e+04,11.15,1.453,4.524e+05,4.524e+04,25,0.8,18.86,1.101,24.14,9.124,16.49,16.5,1929,271.8,529.9,110.1,2.105e+07,6.331e+07,15,15.2
240,2,1347,1336,67,2,0,0,7.86e+04,11.15,1.77,2.044e+06,2.044e+05,25,0.8,25.05,1.222,16.42,25.74,28.4,2.352,2990,313.6,806.4,80.95,3.282e+07,9.356e+06,10.1,1.641
241,2,1459,1986,61,1,331,661,3.273e+04,16.59,5.805,8.974e+05,8.974e+04,26.36,0.8,6.345,0.2091,13.09,8.028,nan,13.41,985.5,152.3,nan,nan,nan,nan,nan,nan
242,2,1189,988,63,345,0,0,3.743e+04,11.15,2.178,9.731e+05,9.731e+04,25,0.8,12.56,0.4374,12.81,20.85,19.89,7.838,2105,241.9,782.8,91.05,1.144e+07,1.359e+07,3.735,1.541
243,2,1334,1313,62,2,0,0,4406,11.15,1.212,1.146e+05,1.146e+04,25,0.8,8.409,0.5405,10.14,6.589,nan,2.874,807.2,164.3,nan,nan,nan,nan,nan,nan
244,2,1297,1234,64,2,0,0,3011,11.15,1.423,7.828e+04,7828,25,0.8,7.141,0.3475,5.389,9.101,nan,1.753,341.1,98.55,nan,nan,nan,nan,nan,nan
245,2,1296,1178,64,2,0,0,1.068e+04,11.15,1.759,2.777e+05,2.777e+04,25,0.8,9.014,0.4869,10.55,11.55,3.449,5.721,851.8,167.2,7432,1.075e+04,3.225e+08,1.606e+09,1.169,1.946
246,2,1317,1194,63,2,0,0,1.071e+04,11.15,1.474,2.786e+05,2.786e+04,25,0.8,10.82,0.672,9.292,15.64,8.597,15.04,943.2,173.2,1200,742.3,3.01e+07,1.581e+08,4.185,7.352
247,2,1315,1318,66,2,0,0,3044,11.15,1.36,7.914e+04,7914,25,0.8,5.765,0.1296,8.916,7.561,nan,1.714,394.7,95.57,nan,nan,nan,nan,nan,nan
248,2,1319,1023,66,2,0,0,6627,11.15,1.543,1.723e+05,1.723e+04,25,0.8,6.387,0.2489,10.2,8.674,nan,3.825,1048,167.2,nan,nan,nan,nan,nan,nan
249,2,1323,1274,72,2,0,0,6359,11.15,1.347,1.653e+05,1.653e+04,25,0.8,15.87,1.037,17.44,5.162,nan,14.92,903,176.2,nan,nan,nan,nan,nan,nan
250,1,1243,1239,74,2,0,0,7.898e+04,11.15,1.663,2.054e+06,2.054e+05,25,0.8,19.4,0.6199,48.88,15.01,40.36,22.34,6433,621.2,401.3,43.4,6.896e+06,1.148e+07,8.57,4.851
251,2,1271,1270,73,2,0,0,1.59e+04,11.15,1.555,4.134e+05,4.134e+04,25,0.8,12.81,0.7612,11.13,24.63,20.36,9.487,2118,304.6,317.4,38.5,4.713e+06,6.628e+06,9.361,4.597
252,1,1282,1095,73,2,28,28,7.285e+04,11.43,2.703,1.894e+06,1.894e+05,25,0.8,13.89,0.5862,18.15,36.79,38.13,21.53,4103,513.7,414.6,45.36,3.864e+06,6.566e+06,4.5,2.609
253,2,1289,1131,73,2,0,0,4.731e+04,11.15,2.219,1.23e+06,1.23e+05,25,0.8,14.42,0.7136,19.93,16.49,23.63,4.193,2401,295.7,701,71.85,1.136e+07,6.255e+06,4.628,1.048
254,2,1243,1241,74,2,0,0,4.151e+04,11.15,1.57,1.079e+06,1.079e+05,25,0.8,18.54,0.7007,25.26,12.71,23.2,12,3188,424.1,638.6,76.83,1.743e+07,2.713e+07,8.553,4.551
255,2,1282,1095,73,2,16,16,1.413e+04,11.31,2.703,3.673e+05,3.673e+04,25,0.8,8.67,0.5792,6.284,22.35,7.812,38.62,1217,241.9,1916,3643,3.397e+07,5.039e+08,1.852,9.159
256,2,1314,1313,70,2,0,0,2216,11.15,1.472,5.763e+04,5763,25,0.8,nan,nan,6.958,5.32,nan,1.439,503.9,113.5,nan,nan,nan,nan,nan,nan
257,2,1334,1322,70,2,0,0,1945,11.15,1.521,5.056e+04,5056,25,0.8,nan,nan,11.16,8.512,nan,6.656,423.6,98.55,nan,nan,nan,nan,nan,nan
