ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
13,1,762,1669,13,1,3738,2.264e+04,3.143e+06,262,27.37,3.596e+06,3.596e+05,1.1,0.8,48.14,2.469,54.87,16.54,45.7,32.88,8335,654,548.1,60.62,5.121e+07,1.108e+08,34.12,25.03
14,1,762,1669,13,1,1758,7109,1.19e+06,147.1,27.37,1.362e+06,1.362e+05,1.1,0.8,17.05,0.7253,27.12,16.92,30.04,14.31,3920,340.5,480.3,53.2,8.562e+06,1.229e+07,7.427,3.67
15,1,685,1613,24,1,7551,4.279e+04,8.514e+06,360.1,34.8,9.74e+06,9.74e+05,1.1,0.8,39.63,1.776,25.06,91.77,75.93,63.6,1.684e+04,1078,537.7,56.64,2.049e+07,5.155e+07,14.18,12.03
16,1,649,1708,14,1,1766,1.003e+04,2.075e+06,174.6,25.9,2.374e+06,2.374e+05,1.1,0.8,33.86,1.707,14.02,25.67,25.31,12.81,3938,391.2,1179,137.5,9.837e+07,1.5e+08,14.16,7.439
17,2,649,1708,14,1,1499,8009,1.676e+06,156.1,25.9,1.918e+06,1.918e+05,1.1,0.8,24.12,1.073,14.03,29.44,27.94,17.2,3342,358.4,781.8,93.7,2.998e+07,5.549e+07,9.816,6.183
18,2,507,1864,13,1,886,3186,7.022e+05,98.83,24.84,8.033e+05,8.033e+04,1.1,0.8,17.59,0.8331,9.019,18.27,11.19,6.653,1976,271.8,2042,384.2,1.04e+08,1.86e+08,4.99,3.045
19,1,1119,1357,33,2,3.359e+04,1.408e+05,3.675e+07,653,21.1,3.975e+07,3.975e+06,1.04,0.8,67.75,2.831,136,59.48,145.2,66.69,1.268e+05,4760,600.6,60.33,3.499e+07,4.844e+07,19.41,9.272
20,2,1268,1492,16,2,37,37,5.169e+04,15.37,9.808,5.59e+04,5590,1.04,0.8,13.97,0.6396,9.888,6.055,nan,2.732,653.3,137.4,nan,nan,nan,nan,nan,nan
21,1,1119,1357,33,2,3.341e+04,1.406e+05,3.402e+07,652.5,21.1,3.68e+07,3.68e+06,1.04,0.8,67.78,2.835,137.3,59.17,145.4,60.21,1.188e+05,4677,553.9,55.59,3.224e+07,4.026e+07,21.03,9.129
22,2,762,1669,13,1,990,3321,6.377e+05,100.9,27.37,7.296e+05,7.296e+04,1.1,0.8,15.49,0.6798,10.95,17.58,14.08,9.071,2207,250.9,1171,198.7,3.672e+07,7.112e+07,5.363,3.527
23,2,641,1756,14,1,152,322,5.404e+04,33.15,18.63,6.182e+04,6182,1.1,0.8,6.977,0.2998,5.748,7.555,nan,0.6302,338.9,83.62,nan,nan,nan,nan,nan,nan
24,1,1119,1357,33,2,3.292e+04,1.401e+05,3.272e+07,651.3,21.1,3.539e+07,3.539e+06,1.04,0.8,62.89,2.684,136,58.61,144,64.58,1.12e+05,4235,543,54.53,2.747e+07,3.712e+07,18.65,8.712
25,1,1119,1357,33,2,3.339e+04,1.406e+05,3.375e+07,652.4,21.1,3.65e+07,3.65e+06,1.04,0.8,62.87,2.684,136.3,58.91,144.6,62.61,1.183e+05,4686,555.9,55.81,2.8e+07,3.656e+07,18.13,8.207
26,1,1119,1357,33,2,3.286e+04,1.4e+05,2.955e+07,651.1,21.1,3.196e+07,3.196e+06,1.04,0.8,59.84,2.6,136.8,56.83,142.2,56.95,1.04e+05,4501,502.8,50.46,2.332e+07,2.818e+07,18.46,7.785
27,1,1119,1357,33,2,3.158e+04,1.37e+05,2.863e+07,644.1,21.1,3.097e+07,3.097e+06,1.04,0.8,59.82,2.596,135.7,56.58,141.3,50.19,9.813e+04,3918,493.4,49.48,2.301e+07,2.47e+07,18.92,7.17
28,1,1119,1357,33,2,3.156e+04,1.369e+05,2.651e+07,643.9,21.1,2.868e+07,2.868e+06,1.04,0.8,59.84,2.596,136.7,56.74,142.1,68.34,9.365e+04,3903,452,45.44,2.098e+07,3.04e+07,20.55,10.25
29,1,1119,1357,33,2,3.123e+04,1.364e+05,2.324e+07,642.8,21.1,2.514e+07,2.514e+06,1.04,0.8,59.8,2.582,135.7,54.83,139.1,74.31,8.537e+04,3745,413.5,41.62,1.958e+07,3.149e+07,22.92,12.61
30,1,1119,1357,33,2,3.073e+04,1.349e+05,2.26e+07,639,21.1,2.444e+07,2.444e+06,1.04,0.8,59.65,2.558,134.1,53.74,136.9,38.58,8.297e+04,3557,415.3,41.61,1.989e+07,1.703e+07,23.08,7.181
31,1,685,1613,24,1,4812,2.315e+04,4.867e+06,264.9,34.8,5.568e+06,5.568e+05,1.1,0.8,30.01,1.2,20.86,38.13,42.32,13.52,1.073e+04,758.6,989.6,101.5,3.879e+07,3.751e+07,7.928,2.729
32,2,1291,1486,16,2,118,152,3.172e+04,24.17,10.3,3.431e+04,3431,1.04,0.8,5.209,0.1971,10.19,7.212,nan,4.362,474.9,113.5,nan,nan,nan,nan,nan,nan
33,2,1311,1547,17,2,202,278,1.077e+05,31.08,11.72,1.164e+05,1.164e+04,1.04,0.8,10.06,0.4043,9.311,20.36,13.81,15.21,1298,194.1,194.4,50.46,2.627e+06,8.69e+06,13.9,15.42
34,2,633,1668,18,1,248,373,4.316e+04,35.4,13.18,4.937e+04,4937,1.1,0.8,7.234,0.3638,5.978,8.404,nan,1.915,553,125.4,nan,nan,nan,nan,nan,nan
35,2,1338,1596,18,1,147,214,7.652e+04,27.79,11.58,8.754e+04,8754,1.1,0.8,10.03,0.3947,12.71,10.53,6.581,8.508,958.8,158.3,643.3,384.5,1.812e+07,7.032e+07,8.763,11.38
36,2,1151,1655,17,1,94,94,6.405e+04,20.22,9.935,7.327e+04,7327,1.1,0.8,5.079,0.1674,9.124,18.48,11.63,13.72,1035,203.1,172.3,55.15,7.036e+05,2.49e+06,4.743,5.622
37,2,790,1674,17,1,203,337,5.654e+04,33.83,16.92,6.468e+04,6469,1.1,0.8,5.253,0.2062,10.07,7.12,nan,3.449,452.6,107.5,nan,nan,nan,nan,nan,nan
38,1,1119,1357,33,2,3.040e+04,1.343e+05,2.075e+07,637.6,21.1,2.244e+07,2.244e+06,1.04,0.8,50.05,2.249,131.9,53.11,134.9,73.18,7.795e+04,3237,392.6,39.55,1.343e+07,2.193e+07,17.43,9.744
39,2,1213,1418,22,2,0,0,3.738e+04,11.15,8.403,4.043e+04,4043,1.04,0.8,8.81,0.4046,21.01,6.054,5.077,14.45,646.6,173.2,499.3,841.3,1.406e+07,1.201e+08,11.29,32.16
40,1,1119,1357,33,2,2.998e+04,1.327e+05,1.849e+07,633.8,21.1,1.999e+07,1.999e+06,1.04,0.8,41.88,1.942,136.7,55.54,140.6,79.49,7.275e+04,3321,322.1,32.45,7.403e+06,1.26e+07,14.28,8.306
41,1,1119,1357,33,2,2.841e+04,1.288e+05,1.66e+07,624.5,21.1,1.795e+07,1.795e+06,1.04,0.8,41.85,1.935,136.7,54.08,138.7,35.15,6.624e+04,3312,297.2,29.77,6.917e+06,5.345e+06,15.67,4.509
42,1,1276,1478,24,2,2242,7742,9.722e+05,153.5,17.07,1.052e+06,1.052e+05,1.04,0.8,21.82,0.8967,19.96,23.11,30.14,7.06,5088,480.8,368.4,37.83,1.072e+07,7.661e+06,15.81,4.23
43,1,1119,1357,33,2,2.76e+04,1.27e+05,1.564e+07,620,21.1,1.691e+07,1.691e+06,1.04,0.8,41.85,1.934,130.7,51.33,132,33.64,6.287e+04,3267,309.1,30.96,7.555e+06,5.869e+06,15.83,4.574
44,2,1279,1432,20,2,371,827,9.911e+04,51.26,14.61,1.072e+05,1.072e+04,1.04,0.8,6.721,0.2415,8.459,12.56,nan,5.633,827.2,140.4,nan,nan,nan,nan,nan,nan
45,2,1355,1467,19,2,18,18,1.983e+04,13.37,9.096,2.145e+04,2145,1.04,0.8,nan,nan,10.07,6.904,nan,3.616,345.6,86.61,nan,nan,nan,nan,nan,nan
46,1,1364,1492,25,2,87,160,1.792e+05,24.67,9.73,1.938e+05,1.938e+04,1.04,0.8,19.15,0.8819,12.48,7.654,nan,7.444,1556,262.8,nan,nan,nan,nan,nan,nan
47,2,1378,1489,22,2,0,0,5.43e+04,11.15,8.652,5.873e+04,5873,1.04,0.8,8.666,0.3706,18.41,6.287,nan,70.6,691.2,164.3,nan,nan,nan,nan,nan,nan
48,2,1276,1478,24,2,1798,6579,8.15e+05,141.6,17.07,8.815e+05,8.815e+04,1.04,0.8,16.89,0.6878,19.55,22.72,29.38,7.253,4009,394.2,325,33.51,5.815e+06,4.371e+06,11.02,3.069
49,2,811,1685,28,1,793,4372,6.662e+05,115.6,20.46,7.621e+05,7.621e+04,1.1,0.8,29.16,1.269,15.29,10.69,11.02,6.516,1768,235.9,1997,378.4,2.839e+08,5.049e+08,14.25,8.632
50,2,1220,1609,23,1,652,972,3.791e+05,55.37,10.97,4.337e+05,4.337e+04,1.1,0.8,13.94,0.6289,19.55,14.42,20.85,5.635,3628,343.4,317.6,34.07,5.452e+06,4.481e+06,10.82,3.267
51,2,750,1632,23,1,204,466,5.561e+04,39.18,13.4,6.361e+04,6361,1.1,0.8,8.594,0.3548,6.445,8.44,nan,0.9949,454.9,116.5,nan,nan,nan,nan,nan,nan
52,2,514,1900,21,1,250,516,1.116e+05,41.06,22.76,1.277e+05,1.277e+04,1.1,0.8,6.994,0.3001,8.246,8.478,nan,0.996,557.4,122.4,nan,nan,nan,nan,nan,nan
53,1,1119,1357,33,2,2.571e+04,1.184e+05,1.427e+07,598.7,21.1,1.544e+07,1.544e+06,1.04,0.8,37.98,1.686,45.77,88.53,102,36.1,5.811e+04,3028,472.7,47.52,1.232e+07,1.319e+07,11.03,4.175
54,2,685,1613,24,1,1709,6435,1.69e+06,140,34.8,1.933e+06,1.933e+05,1.1,0.8,15.49,0.6994,21.05,21.51,29.77,2.033,3811,456.9,694.5,69.61,1.031e+07,2.53e+06,4.28,0.6466
55,1,1119,1357,33,2,2.533e+04,1.152e+05,1.373e+07,590.5,21.1,1.485e+07,1.485e+06,1.04,0.8,36.43,1.649,47.16,87.48,102.9,34.79,5.665e+04,2986,446.4,44.85,1.06e+07,1.085e+07,10.65,3.876
56,2,634,1708,24,1,502,1607,3.254e+05,70.63,21.62,3.722e+05,3.722e+04,1.1,0.8,12.28,0.5648,9.557,16.24,9.998,7.209,1119,182.2,1185,282.6,3.295e+07,7.143e+07,4.693,3.444
57,1,1119,1357,33,2,2.023e+04,9.818e+04,1.173e+07,545.2,21.1,1.269e+07,1.269e+06,1.04,0.8,34.88,1.619,47.65,91.3,105.8,25.3,4.511e+04,2049,361.2,36.2,7.655e+06,5.592e+06,11.74,3.234
58,1,1119,1357,33,2,1.756e+04,7.808e+04,9.696e+06,486.3,21.1,1.049e+07,1.049e+06,1.04,0.8,34.95,1.636,42.9,85.01,96.57,43.99,3.916e+04,2234,357.9,36.15,8.339e+06,1.145e+07,13.03,6.196
59,1,1119,1357,33,2,9309,3.728e+04,5.172e+06,336.1,21.1,5.594e+06,5.594e+05,1.04,0.8,31.45,1.459,40.56,73.55,87.01,28.13,2.076e+04,1619,235.2,23.67,4.925e+06,4.824e+06,17.82,6.253
60,1,1119,1357,33,2,8729,3.573e+04,4.969e+06,329,21.1,5.375e+06,5.375e+05,1.04,0.8,31.43,1.455,40.56,73.66,87.09,26.62,1.946e+04,1431,225.6,22.68,4.713e+06,4.369e+06,18.54,6.205
61,1,1119,1357,33,2,1.130e+04,4.738e+04,6.359e+06,378.9,21.1,6.878e+06,6.878e+05,1.04,0.8,33.31,1.575,37.23,79.53,86.67,45.6,2.521e+04,1813,291.4,29.62,6.873e+06,1.089e+07,16.19,8.807
62,1,1119,1357,33,2,5279,1.954e+04,2.843e+06,243.5,21.1,3.075e+06,3.075e+05,1.04,0.8,29.97,1.437,40.26,28.77,52.44,19.16,1.177e+04,961.6,355.9,36.36,1.123e+07,1.24e+07,17.74,6.932
63,1,1119,1357,33,2,3611,1.267e+04,1.933e+06,196.1,21.1,2.091e+06,2.091e+05,1.04,0.8,30.02,1.452,39.45,27.91,50.98,17.77,8052,701.8,256.1,26.14,8.338e+06,8.795e+06,25.45,9.55
64,2,1246,1572,24,1,4,4,2.203e+04,11.68,8.785,2.52e+04,2520,1.1,0.8,nan,nan,10.01,10.46,nan,4.854,597.6,137.4,nan,nan,nan,nan,nan,nan
65,2,1169,1434,30,2,1465,6362,9.375e+05,139.2,19.56,1.014e+06,1.014e+05,1.04,0.8,22.52,1.018,21.24,20.35,28.84,2.379,3267,340.5,388,38.94,1.257e+07,3.542e+06,16.71,2.641
66,2,1364,1492,25,2,87,160,8.279e+04,24.67,9.73,8.954e+04,8954,1.04,0.8,10.35,0.4535,12.33,8.328,nan,10.24,722.4,134.4,nan,nan,nan,nan,nan,nan
67,2,1458,1742,25,1,151,260,1.066e+05,30.19,10.22,1.22e+05,1.22e+04,1.1,0.8,7.072,0.3193,11.24,14.43,10.88,5.462,1081,152.3,328.2,56.06,2.78e+06,4.204e+06,5.166,2.686
68,2,1101,1353,26,2,141,186,2.025e+04,26.22,11.25,2.191e+04,2191,1.04,0.8,nan,nan,8.469,6.744,nan,0.9362,314.4,83.62,nan,nan,nan,nan,nan,nan
69,2,556,1384,29,2,885,2071,2.43e+05,79.96,13.42,2.628e+05,2.628e+04,1.04,0.8,14.04,0.6534,13.73,20.63,20.93,10.82,1973,250.9,191,23.78,3.314e+06,5.162e+06,18.17,9.722
70,2,1339,1369,27,2,37,37,3.576e+04,15.37,9.449,3.868e+04,3868,1.04,0.8,5.002,0.1528,14.68,7.537,nan,17.41,662.2,119.5,nan,nan,nan,nan,nan,nan
71,2,1341,1522,26,2,70,70,5.689e+04,18.33,9.89,6.154e+04,6154,1.04,0.8,5.374,0.2396,8.853,14.13,4.496,20.22,909.7,182.2,969.2,2911,1.147e+07,1.548e+08,2.443,11
72,2,1369,1530,28,2,182,212,1.416e+05,27.68,10.22,1.532e+05,1.532e+04,1.04,0.8,10.31,0.4319,11.74,14.93,12.37,6.086,1866,262.8,318.8,49.64,5.05e+06,7.484e+06,9.944,5.062
73,2,663,1646,28,1,413,685,1.62e+05,46.88,24.43,1.853e+05,1.853e+04,1.1,0.8,7.007,0.3023,6.715,14.1,nan,11.48,920.9,203.1,nan,nan,nan,nan,nan,nan
74,1,577,1863,42,1,1.276e+04,6.311e+04,1.019e+07,437.2,21.15,1.166e+07,1.166e+06,1.1,0.8,45.92,2.233,87.84,74.17,130,28.11,2.846e+04,1768,219.5,21.98,6.559e+06,4.351e+06,27.24,7.008
75,1,577,1863,42,1,8387,4.22e+04,6.784e+06,357.6,21.15,7.76e+06,7.76e+05,1.1,0.8,40.32,1.9,30.21,55.97,64.48,28.98,1.87e+04,934.8,594.2,60.71,2.76e+07,3.742e+07,15.65,7.355
76,1,577,1863,42,1,1.024e+04,4.924e+04,7.944e+06,386.2,21.15,9.088e+06,9.088e+05,1.1,0.8,40.23,1.88,31.01,77.67,77.8,16.35,2.283e+04,1281,477.9,47.95,1.832e+07,1.182e+07,16.05,4.025
77,2,1132,1395,29,2,430,850,1.284e+05,51.93,16.55,1.389e+05,1.389e+04,1.04,0.8,8.687,0.3799,14.48,10.55,9.67,9.99,958.8,164.3,472.9,158.8,6.798e+06,2.109e+07,6.084,6.338
78,2,1235,1450,29,2,751,1136,1.381e+05,59.69,12.79,1.494e+05,1.494e+04,1.04,0.8,7.062,0.3165,27.48,9.215,18.95,6.095,1675,289.7,132.5,14.87,6.423e+05,6.259e+05,7.324,2.553
79,1,1338,1463,30,2,5024,1.606e+04,1.89e+06,220.8,18.06,2.044e+06,2.044e+05,1.04,0.8,18.83,0.8058,64.81,40.76,81.67,26.27,1.124e+04,967.6,97.53,9.821,7.799e+05,7.596e+05,16.41,5.702
80,1,1338,1463,30,2,3942,1.247e+04,1.515e+06,194.6,18.06,1.639e+06,1.639e+05,1.04,0.8,18.8,0.7987,28.67,52.82,60.75,26.13,8790,686.9,141.3,14.45,1.515e+06,1.965e+06,15.18,6.824
81,1,1185,1497,35,2,1467,3507,4.132e+05,103.6,11.65,4.47e+05,4.47e+04,1.04,0.8,19.33,0.9075,39.63,14.04,34.06,24.43,3449,367.3,122.7,14.51,2.478e+06,5.344e+06,32.96,24.07
82,2,1413,1491,29,2,178,364,1.223e+05,35.02,12.23,1.323e+05,1.323e+04,1.04,0.8,9.96,0.3701,13.29,9.464,4.71,11.89,1044,155.3,1899,3058,7.367e+07,5.579e+08,4.089,10.33
83,2,1177,1506,27,2,497,826,1.158e+05,51.23,11.6,1.253e+05,1.253e+04,1.04,0.8,7.045,0.3139,11.5,10.18,nan,32.77,1365,194.1,nan,nan,nan,nan,nan,nan
84,2,1130,1456,30,2,697,1250,1.339e+05,62.51,11.48,1.448e+05,1.448e+04,1.04,0.8,7.082,0.3201,13.47,10.69,8.386,3.481,1554,244.9,655.5,117.4,7.222e+06,9.046e+06,3.364,1.468
85,2,1338,1463,30,2,1189,2422,3.518e+05,86.34,18.06,3.805e+05,3.805e+04,1.04,0.8,12.13,0.5362,15.68,25.27,27.14,7.572,2651,337.5,164.4,17.2,1.643e+06,1.392e+06,12.17,3.762
86,2,1158,1487,30,2,893,1653,1.821e+05,71.61,11.61,1.97e+05,1.97e+04,1.04,0.8,8.83,0.4077,26.98,12.44,24.01,6.424,1991,277.7,108.7,11.47,6.504e+05,5.295e+05,11.01,3.305
87,1,1459,621,36,345,3114,7915,1.046e+06,155.2,24.88,1.153e+06,1.153e+05,1.06,0.8,17.04,0.7837,11.24,17.11,14.06,6.196,7144,740.6,1856,254.7,7.053e+07,9.372e+07,4.1,1.89
88,1,1315,1341,43,2,3097,2.329e+04,6.48e+06,265.8,28.44,7.009e+06,7.009e+05,1.04,0.8,78.14,3.822,18.58,30.11,34.18,10.44,1.3e+04,857.1,1909,197.7,6.283e+08,5.823e+08,34.49,11.58
89,2,1378,1401,36,2,883,2044,5.191e+05,79.44,12.77,5.615e+05,5.615e+04,1.04,0.8,15.33,0.6424,20.03,32.31,37.41,15.65,3815,382.3,127.7,13.47,1.477e+06,1.864e+06,18.12,7.943
90,1,1059,444,40,345,2.453e+04,1.269e+05,2.142e+07,619.8,34.65,2.362e+07,2.362e+06,1.06,0.8,61.73,3.233,70.32,96.54,132.8,43.13,5.47e+04,2628,426.4,42.76,2.255e+07,2.221e+07,24.82,8.825
91,1,1059,444,40,345,2.231e+04,1.152e+05,1.998e+07,590.6,34.65,2.203e+07,2.203e+06,1.06,0.8,44.03,1.853,71.12,97.17,134,43.43,4.975e+04,2386,390.6,39.16,1.041e+07,1.022e+07,13.66,4.773
92,1,1059,444,40,345,2.043e+04,9.776e+04,1.772e+07,544.1,34.65,1.953e+07,1.953e+06,1.06,0.8,42.29,1.745,70.85,98.07,134.4,40.5,4.556e+04,2362,344.4,34.52,8.445e+06,7.714e+06,14.25,4.675
93,1,1059,444,40,345,1.802e+04,8.273e+04,1.571e+07,500.5,34.65,1.732e+07,1.732e+06,1.06,0.8,31.44,1.198,78.56,42.68,92.47,30.56,4.018e+04,2323,644.7,64.84,1.27e+07,1.269e+07,6.114,2.162
94,2,1175,479,37,345,924,1736,2.268e+05,73.34,15.29,2.5e+05,2.5e+04,1.06,0.8,14.15,0.6973,10.36,24.54,19.02,18.97,2060,289.7,220.1,41.05,4.271e+06,1.28e+07,17.65,17.78
95,2,1459,621,36,345,849,2498,4.151e+05,87.67,24.88,4.576e+05,4.576e+04,1.06,0.8,15.15,0.6275,9.416,14.63,7.323,4.93,1893,274.8,2717,797,1.569e+08,3.176e+08,4.256,2.918
96,1,1315,1341,43,2,3090,2.329e+04,5.758e+06,265.7,28.44,6.228e+06,6.228e+05,1.04,0.8,75.71,3.829,17.46,29.32,32.28,11.28,1.132e+04,698.8,1902,200,6.222e+08,6.583e+08,34.41,12.98
97,1,1315,1341,43,2,3090,2.328e+04,5.402e+06,265.7,28.44,5.842e+06,5.842e+05,1.04,0.8,75.85,3.849,17.13,28.95,31.63,12.59,1.088e+04,695.8,1859,198.7,6.229e+08,7.49e+08,36.08,15.25
98,1,1315,1341,43,2,2168,1.849e+04,3.774e+06,236.8,28.44,4.081e+06,4.081e+05,1.04,0.8,67.91,3.147,15.63,26.46,27.97,10.74,7088,561.5,1660,179.5,5.042e+08,5.848e+08,36.61,14.92
99,1,1315,1341,43,2,2256,1.873e+04,3.892e+06,238.4,28.44,4.209e+06,4.209e+05,1.04,0.8,68.18,3.198,15.74,26.38,28.04,11.49,7441,585.3,1704,186,5.203e+08,6.434e+08,35.87,15.49
100,1,1315,1341,43,2,2123,1.844e+04,3.712e+06,236.5,28.44,4.015e+06,4.015e+05,1.04,0.8,62.36,2.724,15.71,25.69,27.5,6.852,6836,540.5,1690,175.1,4.401e+08,3.341e+08,30.85,8.709
101,2,1315,1341,43,2,1757,1.761e+04,3.166e+06,231.1,28.44,3.424e+06,3.424e+05,1.04,0.8,46.54,1.486,15.31,22.69,24.66,2.105,5218,415.1,1792,180.2,2.901e+08,8.188e+07,18.07,2.641
102,2,1102,1423,31,2,545,1286,1.713e+05,63.38,14.11,1.853e+05,1.853e+04,1.04,0.8,8.743,0.3867,10.26,16.04,11.16,4.307,1215,197.1,473.3,68.18,5.97e+06,6.956e+06,5.334,2.178
103,2,1583,1649,34,1,134,134,1.244e+05,23.02,9.59,1.423e+05,1.423e+04,1.1,0.8,10.69,0.5218,11.12,30.4,24.15,15.82,2301,322.5,77.67,10.01,6.769e+05,1.333e+06,22.46,15.04
104,1,1537,1651,33,1,1256,2101,5.625e+05,80.52,12.51,6.435e+05,6.435e+04,1.1,0.8,13.52,0.5438,20.62,40.19,43.35,15.55,5512,501.7,109,11.23,8.471e+05,9.178e+05,14.27,5.436
105,2,1537,1651,33,1,1177,2022,4.795e+05,79.02,12.51,5.485e+05,5.485e+04,1.1,0.8,13.49,0.5366,17.47,38.9,38.54,13.03,4555,403.2,117.5,12.15,1.022e+06,1.044e+06,14.81,5.351
106,1,1059,444,40,345,1.608e+04,7.381e+04,1.441e+07,472.8,34.65,1.589e+07,1.589e+06,1.06,0.8,29.88,1.151,78.17,43.05,92.64,41.72,3.585e+04,2138,589.4,59.56,1.047e+07,1.42e+07,6.03,2.821
107,1,1059,444,40,345,1.223e+04,5.739e+04,1.195e+07,416.9,34.65,1.318e+07,1.318e+06,1.06,0.8,26.84,1.069,71.27,44.71,90.06,27.51,2.726e+04,1511,517.1,51.98,7.62e+06,7.05e+06,5.703,1.888
108,1,1059,444,40,345,1.156e+04,5.406e+04,1.142e+07,404.7,34.65,1.259e+07,1.259e+06,1.06,0.8,26.9,1.08,70.62,44.51,89.41,31.37,2.578e+04,1457,501.3,50.48,7.471e+06,7.92e+06,5.95,2.222
109,2,1067,1279,33,2,1274,3010,7.15e+05,96.1,12.43,7.733e+05,7.733e+04,1.04,0.8,21.24,1.04,34.61,22.65,41.97,11.19,5088,495.8,139.7,14.23,2.767e+06,2.247e+06,28.36,8.538
110,2,1322,1404,33,2,546,1010,1.469e+05,56.4,16.22,1.589e+05,1.589e+04,1.04,0.8,6.896,0.2775,10.67,13.34,8.127,3.016,1217,191.1,765.6,129.8,8.253e+06,9.248e+06,2.818,1.106
111,2,1256,1440,33,2,620,796,8.782e+04,50.34,11.81,9.499e+04,9499,1.04,0.8,7.048,0.313,22.54,8.523,14.05,6.93,1382,238.9,153.3,22.26,9.983e+05,1.484e+06,8.507,4.349
112,1,1136,407,38,345,4615,2.112e+04,4.963e+06,253.1,33.54,5.471e+06,5.471e+05,1.06,0.8,22.1,0.9238,29.37,39.93,52.81,17.6,1.029e+04,851.1,624.4,63.55,1.064e+07,1.072e+07,5.46,1.954
113,2,1425,597,33,345,313,368,4.408e+04,35.19,13.72,4.859e+04,4859,1.06,0.8,nan,nan,10.51,8.134,nan,4.108,697.9,125.4,nan,nan,nan,nan,nan,nan
114,2,1419,754,35,345,636,1310,2.815e+05,63.95,11.3,3.103e+05,3.103e+04,1.06,0.8,10.43,0.4596,16.15,24.82,27.37,8.38,2495,292.7,131.9,13.91,9.655e+05,8.962e+05,11.11,3.71
115,2,1119,1357,33,2,563,1014,2.003e+05,56.51,21.1,2.167e+05,2.167e+04,1.04,0.8,8.62,0.3603,19.04,15.44,21.59,8.883,1255,221,148,17.04,9.38e+05,1.164e+06,8.575,3.701
116,1,1252,1393,35,2,214,330,8.044e+04,33.51,10.57,8.7e+04,8700,1.04,0.8,8.848,0.4131,13.28,8.265,nan,8.951,1084,182.2,nan,nan,nan,nan,nan,nan
117,2,1256,1390,33,2,194,220,4.27e+04,28.11,10.44,4.619e+04,4619,1.04,0.8,nan,nan,11.24,7.402,nan,3.198,802.7,149.3,nan,nan,nan,nan,nan,nan
118,2,1281,1447,35,2,668,1387,1.509e+05,65.75,12.25,1.633e+05,1.633e+04,1.04,0.8,10.5,0.4761,21.56,9.065,14.36,16.43,1489,238.9,252.1,65.34,3.569e+06,1.226e+07,11.23,12.94
119,2,634,1802,34,1,928,2179,3.278e+05,81.97,18.81,3.75e+05,3.75e+04,1.1,0.8,8.61,0.3633,18.68,14.94,20.67,5.269,2069,265.8,279.4,29.79,1.846e+06,1.432e+06,4.732,1.356
120,1,577,1863,42,1,5577,1.68e+04,3.032e+06,225.8,21.15,3.469e+06,3.469e+05,1.1,0.8,26.97,1.392,11.1,25.35,20.81,12.9,1.244e+04,943.7,2550,342,1.642e+08,3.062e+08,5.053,3.215
121,2,525,1897,38,1,1797,6335,1.064e+06,138.9,20.06,1.218e+06,1.218e+05,1.1,0.8,19.32,0.9068,26.16,15.39,27.45,9.945,4007,346.4,514.4,55.32,1.288e+07,1.411e+07,9.741,3.773
122,2,1357,441,37,345,3340,8285,1.186e+06,158.7,20.24,1.307e+06,1.307e+05,1.06,0.8,13.74,0.5875,49.5,17.76,44.86,19.69,7447,636.1,206.7,21.54,1.602e+06,2.12e+06,7.503,3.437
123,2,1408,616,33,345,404,420,5.689e+04,37.36,14.54,6.272e+04,6272,1.06,0.8,nan,nan,9.011,18.16,11.05,15.97,900.8,185.2,163.6,66.25,nan,nan,nan,nan
124,2,1007,1056,37,2,318,961,2.353e+05,55.07,12.27,2.546e+05,2.546e+04,1.04,0.8,10.75,0.5366,18.33,11.87,16.27,6.917,1454,188.1,306.2,38.91,4.004e+06,5.139e+06,8.547,3.83
125,2,1133,1317,35,2,597,1756,2.242e+05,73.75,13.61,2.425e+05,2.425e+04,1.04,0.8,16.01,0.786,10.57,11.64,3.855,6.525,1331,215,5194,6861,6.365e+08,3.233e+09,4.721,8.018
126,2,1140,1371,33,2,168,187,3.483e+04,26.27,18.16,3.768e+04,3768,1.04,0.8,nan,nan,11.48,6.056,nan,1.683,374.6,89.59,nan,nan,nan,nan,nan,nan
127,2,705,1458,36,2,1251,3521,5.558e+05,103.8,12.86,6.012e+05,6.012e+04,1.04,0.8,13.78,0.5997,17.87,28.44,32.13,14.15,3621,352.4,185.4,20.04,2.018e+06,2.68e+06,11.75,5.405
128,2,576,1488,40,2,1946,3888,4.608e+05,109.1,14.95,4.984e+05,4.984e+04,1.04,0.8,16.17,0.8232,25.74,48.12,54.43,19.15,4339,674.9,53.55,5.455,4.737e+05,5.047e+05,33.06,12.55
129,2,1185,1497,35,2,473,1014,1.117e+05,56.51,11.65,1.209e+05,1.209e+04,1.04,0.8,7.148,0.3372,9.043,13.11,1.718,30.08,1055,170.2,1.303e+04,3.984e+05,7.139e+08,3.75e+10,0.8412,14.73
130,2,1131,469,37,345,1025,2886,7.369e+05,94.13,28.81,8.124e+05,8.124e+04,1.06,0.8,12.16,0.5416,12.45,25.45,22.95,6.058,2285,259.8,490.8,51.91,5.827e+06,4.679e+06,4.842,1.433
