ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,meansigv,errsigv,a,b,R,errR,area,perim
46,2,998,1224,45,2,1422,2354,3.664e+06,85.14,11.39,3.963e+06,3.963e+05,1.04,0.8,28.01,1.368,37.52,53.35,70.56,18.19,3.876e+04,2410
47,2,1120,978,38,2,727,1302,1.548e+06,63.76,11.7,1.674e+06,1.674e+05,1.04,0.8,16.25,0.5685,35.46,58,71.58,18.08,1.585e+04,922.8
48,2,1220,1609,23,1,652,972,7.034e+05,55.37,10.97,8.047e+05,8.047e+04,1.1,0.8,18.04,0.6613,26.16,18.37,30.98,9.109,5962,468.9
49,2,1143,642,48,345,7740,2.355e+04,9.122e+06,267.2,15.07,1.006e+07,1.006e+06,1.06,0.8,37.96,1.694,45.57,76.87,94.58,33.16,3.923e+04,1792
50,2,1199,1034,39,2,270,353,1.048e+06,34.54,10.97,1.134e+06,1.134e+05,1.04,0.8,17.03,0.7202,69.88,23.33,63.23,19.73,1.349e+04,1027
51,2,1460,1987,61,1,407,872,4.855e+05,52.57,14.57,5.555e+05,5.555e+04,1.1,0.8,13.76,0.6088,14.04,36.16,32.11,24.7,4178,415.1
52,2,1093,799,45,345,3516,6416,6.185e+06,139.8,13.04,6.69e+06,6.69e+05,1.04,0.8,36.61,1.682,78.85,35.26,83.88,25.61,3.249e+04,1431
53,2,1444,1895,57,1,799,1665,1.05e+06,71.86,12.99,1.201e+06,1.201e+05,1.1,0.8,15.06,0.5954,51.08,24.42,54.64,18.47,1.234e+04,1129
54,2,767,972,51,345,557,846,4.197e+05,51.82,13.27,4.539e+05,4.539e+04,1.04,0.8,9.952,0.3666,16.05,37.57,35.82,15.48,3378,316.6
55,2,576,1488,40,2,4528,1.041e+04,2.873e+06,177.8,14.95,3.108e+06,3.108e+05,1.04,0.8,35.2,1.694,41.05,102.1,103.8,32.95,2.153e+04,1278
56,2,1124,1307,63,2,113,114,3.143e+06,21.66,9.668,3.399e+06,3.399e+05,1.04,0.8,42.32,1.763,116.1,37.11,105.2,49.54,2.865e+04,1448
57,2,1376,1454,45,2,60,60,7.154e+05,17.49,9.489,7.737e+05,7.737e+04,1.04,0.8,20.18,0.8145,61.79,15.51,47.15,46.56,7053,630.1
