ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,meansigv,errsigv,a,b,R,errR,area,perim
1,2,685,1612,24,1,2920,8203,9.709e+05,44.71,8.453,2.662e+07,2.662e+06,26.36,0.8,28.37,0.8272,17.57,31.98,34.27,16.83,1.898e+04,1260
2,2,1054,442,41,345,2467,8899,7.37e+05,46.45,8.997,1.302e+07,1.302e+06,16.98,0.8,22.93,0.7308,27.9,20.03,34.16,8.904,1.554e+04,1353
3,2,1120,449,37,345,3399,9614,1.258e+06,48.18,8.08,2.222e+07,2.222e+06,16.98,0.8,43.76,2.242,24.68,35.95,45.1,11.86,2.778e+04,1696
4,2,1131,407,38,345,4139,1.569e+04,1.082e+06,60.9,8.303,1.912e+07,1.912e+06,16.98,0.8,22.81,0.6788,46.06,19.9,45.96,20.03,1.545e+04,901.9
5,2,577,1867,42,1,5884,1.848e+04,1.723e+06,65.93,7.977,4.725e+07,4.725e+06,26.36,0.8,28.1,1.113,37.72,66.44,79.45,24.56,3.425e+04,2016
6,2,1459,1986,61,1,557,1090,3.259e+05,19.32,5.805,8.936e+06,8.936e+05,26.36,0.8,20.27,0.9051,17.17,35.36,35.97,13.17,1.621e+04,1911
7,2,759,1668,13,1,794,2002,3.291e+05,24.12,5.102,9.023e+06,9.023e+05,26.36,0.8,28.46,1.083,24.57,19.19,30.59,6.65,9343,770.5
8,2,1048,419,42,345,818,3026,2.125e+05,28.56,7.183,3.753e+06,3.753e+05,16.98,0.8,15.21,0.434,26.77,14,26.07,9.467,4558,597.3
9,2,1281,1480,25,2,253,440,2.462e+05,14.99,3.705,6.402e+06,6.402e+05,25,0.8,29.96,1.331,22.97,34.38,42.15,14.47,1.186e+04,1114
10,2,1062,406,40,345,1576,4162,2.851e+05,32.79,7.089,5.036e+06,5.036e+05,16.98,0.8,16.02,0.6609,22.98,15.32,24.9,4.178,7414,749.6
11,2,1030,423,41,345,891,2680,1.791e+05,27.14,6.86,3.163e+06,3.163e+05,16.98,0.8,12.58,0.374,16.83,22.86,26.58,8.173,3904,376.3
12,2,1106,951,38,345,514,689,1.91e+05,16.78,3.856,4.967e+06,4.967e+05,25,0.8,9.839,0.3546,44.05,15.18,38.16,26.04,1.138e+04,1469
13,2,1440,616,34,345,1216,1889,4.015e+05,23.58,4.557,7.09e+06,7.09e+05,16.98,0.8,19.88,0.7794,23.69,18.49,29.11,7.323,1.735e+04,1475
14,2,1277,1481,22,2,76,76,7.214e+04,11.9,3.004,1.876e+06,1.876e+05,25,0.8,12.85,0.4592,28.85,11.26,23.41,19.03,5481,672
15,2,570,1784,44,1,898,1643,3.04e+05,22.35,4.917,8.334e+06,8.334e+05,26.36,0.8,14.8,0.5453,50.2,15.98,42.54,29.05,1.171e+04,1150
16,2,1013,1515,47,2,84,84,5.418e+04,11.98,3.041,1.409e+06,1.409e+05,25,0.8,4.985,0.1484,21.64,42.71,46.18,18.95,6642,866.1
17,2,857,2207,55,1,3915,7851,5.95e+05,43.8,5.705,1.631e+07,1.631e+06,26.36,0.8,16.03,0.5424,31.12,51.54,62.67,13.79,2.209e+04,2422
