ncl,cltype,maxpix x,maxpix y,maxpix v,SGMC,Npix,Nvox,lumco,errlumco,COmax,mlumco,errmlumco,line_ratio,alphaco,meansigv,errsigv,a,b,R,errR,area,perim,density,densityerr,pressure,pressure_err,alphavir,erralphavir
14,2,1120,449,37,345,2447,7936,4.599e+05,44.02,8.08,8.122e+06,8.122e+05,16.98,0.8,15.76,0.6248,16.19,37.36,35.89,12.44,1.005e+04,928.8,2007,209,2.559e+07,2.682e+07,1.271,0.4696
15,2,823,1693,35,1,0,0,4.305e+04,11.15,1.358,1.18e+06,1.18e+05,26.36,0.8,40.83,4.868,21.59,13.98,22.08,5.727,2743,280.7,770.5,81.69,1.071e+08,8.785e+07,36.12,13.23
16,2,1048,419,42,345,2563,7639,3.904e+05,43.24,7.183,6.895e+06,6.895e+05,16.98,0.8,12.49,0.4362,43.83,19.65,44.34,16.9,8734,934.8,1116,115.3,7.237e+06,8.323e+06,1.162,0.4652
17,2,1280,1427,20,2,0,0,2.061e+04,11.15,1.997,5.359e+05,5.359e+04,25,0.8,11.13,0.3956,9.79,20.78,15.08,14.92,1264,170.2,750.4,165.7,1.135e+07,3.373e+07,4.034,4.023
18,2,1316,1201,73,2,0,0,2.321e+05,11.15,2.166,6.034e+06,6.034e+05,25,0.8,37.29,2.014,28.21,52.97,60.31,20.02,1.205e+04,872,528,53.52,2.243e+07,2.257e+07,16.1,5.845
19,2,1347,1336,67,2,0,0,8.037e+04,11.15,1.77,2.09e+06,2.09e+05,25,0.8,24.88,1.18,16.67,25.9,28.83,4.57,3050,313.6,800.5,81.14,3.168e+07,1.569e+07,9.893,2.078
20,2,656,1628,41,1,82,85,1.832e+05,11.99,2.611,5.022e+06,5.022e+05,26.36,0.8,14.96,0.625,31.74,23.12,40.35,6.035,1.075e+04,1057,981.6,98.76,1.003e+07,4.684e+06,2.083,0.4131
21,2,626,1655,39,1,232,267,7.055e+04,13.61,3.281,1.934e+06,1.934e+05,26.36,0.8,13.06,0.645,28.61,13.09,26.07,16.93,3389,388.2,905.8,113.1,1.091e+07,2.131e+07,2.662,1.768
22,2,1215,1327,41,2,0,0,4.383e+04,11.15,2.144,1.14e+06,1.14e+05,25,0.8,12.96,0.5661,22.54,13.31,21.96,8.244,2395,295.7,752,84.51,1.059e+07,1.201e+07,3.748,1.492
23,2,1383,1385,32,2,0,0,4.372e+04,11.15,2.312,1.137e+06,1.137e+05,25,0.8,13.44,0.5688,20.19,29.83,35.79,12.07,3200,352.4,282.4,29.35,2.626e+06,2.68e+06,6.588,2.384
24,2,1282,1095,73,2,42,42,1.082e+05,11.57,2.703,2.814e+06,2.814e+05,25,0.8,18.95,0.9266,18.21,39.12,39.65,19.43,5719,600.3,569.6,60.75,9.499e+06,1.402e+07,5.859,2.985
25,2,606,1719,44,1,824,1321,1.975e+05,20.64,3.479,5.415e+06,5.415e+05,26.36,0.8,17.48,0.7845,16.41,37.39,36.2,15.73,6272,534.6,1315,139.8,2.044e+07,2.678e+07,2.365,1.075
26,2,1417,1491,29,2,0,0,6761,11.15,1.45,1.758e+05,1.758e+04,25,0.8,8.094,0.3451,14.79,8.476,4.593,23.06,706.8,122.4,2652,8702,6.969e+07,1.05e+09,1.983,9.956
27,2,1106,951,38,345,416,489,5.903e+04,15.36,3.856,1.535e+06,1.535e+05,25,0.8,8.381,0.1916,30.19,12.24,25.82,17.61,2807,355.4,733,93.53,3.673e+06,7.528e+06,1.368,0.9455
28,2,1040,1267,39,2,0,0,5.781e+04,11.15,1.763,1.503e+06,1.503e+05,25,0.8,17.97,0.5728,30.66,20.59,36.86,14.48,5075,489.8,352.2,36.97,5.683e+06,6.731e+06,9.171,3.762
29,2,1314,1314,70,2,0,0,3.834e+04,11.15,1.48,9.967e+05,9.967e+04,25,0.8,29.26,1.743,24.73,11.14,20.44,14.61,3073,403.2,759,110,5.854e+07,1.258e+08,20.34,14.87
30,2,1186,910,58,345,0,0,3.531e+04,11.15,1.617,9.181e+05,9.181e+04,25,0.8,10.98,0.4343,20.18,33.07,38.12,11.32,4141,445,201.1,20.65,1.172e+06,1.055e+06,5.801,1.875
31,2,508,1904,21,1,45,45,8.248e+04,11.6,2.844,2.262e+06,2.262e+05,26.36,0.8,25.33,1.773,15.35,32.22,31.56,20.36,3530,352.4,722.6,84.76,2.706e+07,5.259e+07,10.37,6.927
32,2,1316,1547,17,2,0,0,1.039e+04,11.15,1.901,2.701e+05,2.701e+04,25,0.8,6.207,0.2058,9.796,14.08,7.372,12.38,905.3,155.3,1582,1092,1.523e+07,7.671e+07,1.218,2.05
33,2,1178,901,39,345,0,0,3.227e+04,11.15,1.778,8.389e+05,8.389e+04,25,0.8,8.574,0.2207,18.09,40.04,40.04,12.61,5247,579.4,166.5,17.11,5.631e+05,5.357e+05,4.064,1.359
34,2,1542,1657,34,1,0,0,3.039e+04,11.15,2.15,8.331e+05,8.331e+04,26.36,0.8,9.077,0.34,11.43,25.2,21.24,8.612,3463,364.3,588,67.76,4.202e+06,5.138e+06,2.433,1.032
35,2,1404,525,35,345,1118,1586,6.731e+04,22.06,4.253,1.189e+06,1.189e+05,16.98,0.8,6.411,0.2141,35.53,17.83,36.94,9.062,3079,361.4,277.4,28.28,5.686e+05,4.24e+05,1.479,0.4041
36,2,1009,806,46,345,0,0,4.191e+04,11.15,1.538,7.402e+05,7.402e+04,16.98,0.8,18.26,1.004,12.13,23.86,21.32,4.919,4098,418.1,518.3,54.49,1.492e+07,1.057e+07,11.12,3.052
37,2,1157,381,55,345,0,0,3.704e+04,11.15,2.323,6.541e+05,6.541e+04,16.98,0.8,17.31,0.9031,10.39,19.49,15.01,10.04,1717,238.9,924.2,154.3,3.398e+07,6.839e+07,7.962,5.451
38,2,1235,1252,74,2,0,0,2.389e+04,11.15,1.552,6.213e+05,6.213e+04,25,0.8,18.85,0.7602,19.17,9.455,12.99,13.6,1648,250.9,1173,306.9,5.91e+07,1.858e+08,8.602,9.074
39,2,658,1651,15,1,0,0,1.272e+04,11.15,1.89,3.488e+05,3.488e+04,26.36,0.8,16.58,1.108,9.107,7.484,nan,2.925,974.4,158.3,nan,nan,nan,nan,nan,nan
40,2,1339,1593,19,1,0,0,4339,11.15,1.606,1.19e+05,1.19e+04,26.36,0.8,5.763,0.3379,12.24,10.43,5.206,8.912,573,116.5,1397,1386,1.642e+07,8.438e+07,1.683,2.893
41,2,1141,604,61,345,0,0,1.487e+04,11.15,1.857,2.626e+05,2.626e+04,16.98,0.8,12.16,0.4265,9.005,18.21,11.09,7.061,1795,238.9,679.2,135.2,1.668e+07,3.192e+07,7.238,4.691
42,2,577,1867,42,1,3688,8789,5.878e+05,46.18,7.977,1.612e+07,1.612e+06,26.36,0.8,20.28,0.9359,28.93,70.3,71.16,42.25,1.508e+04,1024,1013,104.4,1.079e+07,1.927e+07,2.104,1.281
43,2,1354,449,38,345,365,508,7.645e+04,15.5,4.406,1.35e+06,1.35e+05,16.98,0.8,10.55,0.5277,9.616,13.25,5.16,12.81,4575,543.5,1.614e+04,2.336e+04,6.411e+08,4.777e+09,0.4924,1.225
44,2,1178,950,60,345,0,0,1.127e+04,11.15,1.787,2.929e+05,2.929e+04,25,0.8,8.741,0.1924,10.87,13.8,9.281,5.983,1072,155.3,1083,250.2,1.642e+07,3.18e+07,2.804,1.833
45,2,1109,490,43,345,175,193,5.275e+04,12.98,2.933,9.316e+05,9.316e+04,16.98,0.8,13.11,0.5738,19.16,14.46,20.54,10.74,3068,412.1,702.6,88.38,1.083e+07,1.704e+07,4.39,2.367
46,2,1007,1057,35,2,0,0,1.108e+04,11.15,1.418,2.881e+05,2.881e+04,25,0.8,7.235,0.2264,14.98,8.855,6.355,13.01,972.2,149.3,2271,2206,3.445e+07,2.117e+08,1.337,2.743
47,2,625,1793,33,1,0,0,2.037e+04,11.15,2.318,5.586e+05,5.586e+04,26.36,0.8,7.38,0.4328,17.29,11.13,14.09,8.803,1431,185.2,895.8,149.1,6.379e+06,1.2e+07,1.591,1.024
48,2,962,1253,43,2,0,0,2.782e+04,11.15,1.124,7.232e+05,7.232e+04,25,0.8,8.942,0.6321,20.41,11.21,17.16,14.32,5389,609.2,782.2,138.4,6.716e+06,1.686e+07,2.196,1.873
49,2,1120,976,38,345,0,0,2.552e+04,11.15,2.319,6.635e+05,6.635e+04,25,0.8,7.706,0.3176,13,18.83,18.34,12.79,2524,325.5,627.6,95.18,3.743e+06,7.842e+06,1.901,1.348
