ncl,vlsr,tmax,s/n,R,R error,vel disp,vel disp error,LCO,LCO error,Mvir,Mvir error,Mlum,alphavir,pa,Reg,Flag,
706,34.1,2.8,7,70,55,8.7,7.7,310000,110000,5450000,12010000,1515105,4.06,74,0.6,IA,0
707,-0.6,1.6,4,35,19,12.1,6.5,70000,40000,5280000,7260000,357105.063,16.66,79,0.6,IA,0
708,30.7,3.7,9.2,42,18,4.2,2.5,230000,140000,770000,1050000,1102771.385,0.78,52,0.8,IA,0
709,16.3,2,5.8,26,11,3.8,1.4,60000,20000,390000,330000,318164.8467,1.37,113,0.7,IA,0
710,16,2,4.7,24,15,4,2.5,90000,60000,390000,590000,469288.4211,0.95,105,0.8,IA,0
711,29.9,2.2,5.5,32,0,4.5,3.5,40000,30000,680000,1060000,207252.8926,3.63,124,0.8,IA,1
712,19.4,1.9,4.9,30,13,10.7,3,140000,40000,3570000,2210000,702057.5176,5.68,66,0.8,IA,0
713,25.1,2.7,7,21,12,2.1,2,70000,70000,100000,230000,325818.8182,0.33,176,0.6,IA,0
714,33.1,2.9,7.2,64,53,4.5,3.4,270000,270000,1370000,3100000,1297117.241,1.16,131,0.5,IA,0
715,27.8,2.4,5.8,43,21,9.5,3.1,180000,40000,3980000,3070000,897520.0697,5.02,20,0.6,IA,0
716,19.4,2.3,5.3,37,11,4.3,1.5,120000,30000,710000,670000,606316.7405,1.31,16,0.7,IA,0
717,-69.9,1.6,4.4,32,0,2.7,2.3,30000,20000,240000,400000,139607.2577,1.94,39,0.9,SA,1
718,-32.3,3.7,8.7,32,0,1.7,3.7,90000,170000,90000,410000,447372,0.24,141,0.3,SA,1
719,-23.1,4.5,10.6,53,11,7.2,2,770000,330000,2890000,1420000,3709152,0.86,48,0.7,SA,0
720,-12.7,3.1,8.3,37,29,7.3,5.7,230000,350000,2050000,4130000,1133256.698,2.02,38,0.7,SA,0
721,-2.8,1.7,4.4,32,0,5.2,3.2,70000,50000,900000,1090000,325110.0583,3.09,113,0.4,SA,1
722,-69,3.9,5.4,32,0,3.7,2,90000,30000,460000,500000,431026.1695,1.18,128,0.7,IA,1
723,-64.2,4.5,4.7,32,0,3.6,3.1,80000,30000,420000,740000,397925.5537,1.21,129,0.8,IA,1
724,-26.7,1.6,4.6,32,0,4.5,7.9,30000,50000,670000,2340000,143574.0458,5.24,105,0.6,SA,1
725,-14.5,2.2,5.8,32,0,11.9,8.7,220000,200000,4670000,6850000,1075888.491,4.89,148,0.4,SA,1
726,-18,4.3,11.5,66,12,11.4,3.7,1570000,480000,8930000,4790000,7660242.277,1.3,165,0.9,SA,0
727,-6.4,2,5.8,32,0,5.6,4.7,50000,70000,1020000,1730000,233017.344,5,165,0.8,SA,1
728,-2.2,2.8,7.7,32,0,6,7.2,260000,320000,1180000,2820000,1298516.505,1.03,94,0.3,SA,1
729,5.8,5.3,13.5,100,12,7.8,1.5,1180000,130000,6300000,3010000,5742702.439,1.23,119,0.2,IA,0
730,5.6,2.8,7.2,13,14,4.6,3.3,90000,80000,290000,540000,449813.9155,0.71,155,0.8,IA,0
731,20.8,2.6,6.5,26,16,12.4,7.6,210000,160000,4230000,6210000,1017850.737,4.56,107,0.5,SA,0
732,22.6,2.3,6,35,27,7.5,4.1,70000,100000,2050000,2720000,362812.5,6.3,99,0.5,SA,0
733,28.4,1.7,4.2,32,0,5.3,3.3,30000,30000,920000,1160000,163573.6176,6.38,144,0.7,IA,1
734,19.8,2.8,6.9,48,15,7.3,3,370000,180000,2660000,2380000,1789003.084,1.66,157,0.5,SA,0
735,34.9,1.6,4.3,32,0,2.9,3.7,20000,30000,270000,690000,120636.417,2.59,162,0.6,SA,1
736,-27.6,2.6,7.2,56,28,4,1.8,300000,110000,960000,890000,1405751.351,0.74,156,0.8,SA,0
737,-23.5,2.7,7.5,26,38,5.8,5.5,190000,270000,910000,2570000,949025.271,1.07,60,0.9,SA,0
738,-27.1,3.2,8.7,71,33,5.6,4.3,380000,350000,2290000,3270000,1873214.609,1.38,161,0.5,SA,0
739,-20.7,2.5,6.5,37,17,3.9,2.3,100000,30000,580000,830000,491260.1278,1.33,155,0.7,SA,0
740,-18.3,1.9,5.4,32,0,4.8,3.9,50000,40000,760000,1230000,239101.1397,3.58,52,0.5,SA,1
741,0.3,3.2,8.9,34,31,11.6,8.8,270000,410000,4800000,10100000,1314757.782,4.04,93,0.7,SA,0
742,5.6,1.6,4.4,32,0,4.6,2.2,130000,60000,700000,670000,639135.2195,1.23,117,0.3,SA,1
743,5.9,2,6.1,39,18,10.1,6.5,110000,60000,4100000,7140000,563281.8037,8.2,52,0.5,SA,0
744,3.6,3.2,8.6,43,44,8.9,6.8,190000,230000,3580000,6290000,928263.1056,4.26,1,0.7,SA,0
745,9,4.3,11.9,93,12,8.4,2.6,880000,80000,6820000,4480000,4304279.593,1.77,117,0.6,SA,0
746,16.5,2,5.1,32,0,2.4,2.9,30000,20000,190000,450000,126624.568,1.69,101,0.8,SA,1
747,-25.2,2.7,6.7,32,0,2.1,1.3,140000,60000,150000,180000,655361.28,0.25,119,0.3,SA,1
748,-15.6,2.2,5.4,32,0,3.4,2,80000,50000,390000,450000,373458.3652,1.15,134,0.7,SA,1
749,-27.6,2.5,5,32,0,6.5,4,60000,50000,1370000,1690000,313934.4,5,157,0.7,IA,1
750,-11.1,2.7,5.2,43,19,4.8,3.3,260000,110000,1030000,1270000,1250245.565,0.92,74,1.1,IA,0
751,7.1,5.7,13.2,53,41,3.4,4.4,350000,790000,650000,1720000,1693622.571,0.42,49,0.5,IA,0
752,-5.9,2.6,5.8,32,0,2.2,2.3,60000,50000,160000,330000,304772.339,0.59,97,0.8,IA,1
753,-1.7,2.6,6.4,62,15,10.1,3,320000,160000,6650000,4050000,1558998.688,4.71,118,0.5,IA,0
754,3.6,2.2,5.5,32,0,4.7,3.9,70000,80000,720000,1210000,350721.2308,2.34,176,0.5,IA,1
755,-13.8,2.2,5.6,32,0,7.6,6.6,60000,80000,1920000,3330000,294362.0741,7.29,106,0.3,SA,1
756,-9.2,3.3,8.1,73,17,4.5,1.8,480000,180000,1560000,1350000,2288331,0.75,133,0.8,SA,0
757,-6.5,2.9,5.9,32,0,3.9,2.1,100000,30000,490000,520000,478882.9831,1.18,139,0.5,IA,1
758,-5.5,1.9,4.4,32,0,8.4,6,70000,40000,2310000,3330000,348133.4821,7.53,40,0.9,IA,1
759,-4.6,6.5,6,32,0,2.2,1.1,110000,40000,150000,160000,561924,0.32,48,0.5,IA,1
760,7.6,1.9,5,32,0,6.8,1.7,90000,30000,1540000,780000,443904,3.87,169,0.6,IA,1
761,15.8,1.9,4.7,32,0,5.6,3,50000,20000,1040000,1100000,237772.8,4.9,155,0.5,SA,1
762,22.4,1.9,5.4,73,19,7.6,1.8,220000,60000,4400000,2870000,1068850.061,4.58,91,0.7,SA,0
763,30.9,1.7,4.2,32,0,4.5,3.9,30000,30000,660000,1150000,141681.3559,5.31,179,0.6,SA,1
764,36.3,1.9,5.1,32,10,6.6,1.5,130000,30000,1440000,760000,660547.3959,2.45,42,0.6,SA,0
765,50.7,2.5,5.2,32,0,2.6,1.6,50000,20000,230000,280000,246223.0588,1.02,179,0.6,IA,1
766,75.1,4.1,5,32,0,1.9,1.1,60000,20000,120000,140000,291562.4348,0.46,115,0.8,IA,1
767,111.2,1.4,4.7,22,11,6.5,1.8,70000,20000,950000,860000,327015,3.3,171,0.6,IA,0
768,-31.7,2,4.7,32,0,10.7,5.3,200000,100000,3750000,3740000,996143.4379,4.27,5,0.3,SA,1
769,-26.6,2.2,5.2,32,0,4.8,4.8,80000,80000,770000,1530000,401869.5211,2.13,166,0.6,SA,1
770,-38.7,2,4.8,32,0,5,4.1,60000,30000,830000,1340000,273982.3009,3.39,48,0.5,SA,1
771,-20.2,4.1,9.7,91,17,7.5,1.4,910000,410000,5320000,2280000,4402125,1.35,99,0.5,SA,0
772,-12,4.7,12,36,32,13,11.3,390000,180000,6290000,11840000,1919435.87,3.68,137,0.5,SA,0
773,-12.5,4,9.3,66,56,2.1,0,200000,110000,310000,260000,938668.5,0.36,100,1,SA,1
774,-14.9,4.6,10.6,66,17,7.1,2.1,500000,120000,3450000,2410000,2460329.083,1.57,74,0.8,SA,0
775,-9,2.7,6.7,18,29,3.1,3.6,70000,70000,180000,530000,329229.1475,0.61,124,1,SA,0
776,-9.8,3.5,8.3,26,18,7.5,3.8,190000,180000,1530000,2010000,912883.0645,1.86,108,1,SA,0
777,-5.4,5,11.8,61,66,2.4,3.6,250000,270000,370000,1180000,1199791.059,0.34,111,0.4,SA,0
778,-3.6,1.7,4.1,32,0,3.9,3.6,50000,70000,500000,920000,264056.972,2.14,96,0.6,SA,1
779,1.9,3.1,7.4,42,34,8.9,5.5,470000,420000,3470000,6100000,2272022.365,1.7,114,0.5,SA,0
780,-1.9,3.7,8.9,31,19,5.6,3.8,180000,210000,1040000,1730000,848629.8947,1.33,171,0.8,SA,0
781,-2.9,6.6,16.2,84,28,3.8,2.3,1180000,970000,1260000,1580000,5867694,0.24,110,0.5,SA,0
782,-4.3,2.9,7,42,39,4,5.8,90000,130000,720000,1940000,408477.4869,1.91,54,0.7,SA,0
783,0.8,2.8,6.7,42,19,7.2,2.9,200000,100000,2260000,2470000,953895.1245,2.65,174,0.6,SA,0
784,4.2,4.2,10.2,58,29,4.4,3,380000,420000,1160000,1840000,1889367.652,0.69,44,0.7,SA,0
785,3.6,6.3,15,50,17,4.2,2.3,320000,290000,940000,1080000,1528361.194,0.67,135,0.7,SA,0
786,4,2.3,5.2,32,0,5.3,3.8,90000,120000,930000,1320000,425959.0531,2.45,165,0.5,SA,1
787,0.9,4.8,11,108,133,9.8,19.8,290000,210000,10690000,36120000,1405164.938,8.57,45,0.4,SA,0
788,3.9,3.7,8.7,52,26,5,5.8,460000,630000,1390000,3270000,2156142.857,0.7,126,0.3,SA,0
789,16.6,5.1,11,70,19,10.9,2.9,1620000,740000,8550000,4380000,7979908.017,1.21,100,0.5,SA,0
790,18.4,2.1,4.6,55,45,8.6,6.1,150000,80000,4230000,8450000,753224.2105,6.27,20,0.6,SA,0
791,16.2,3.3,7.3,36,10,10.7,4,390000,110000,4310000,3450000,1898898.429,2.52,7,0.2,SA,0
792,12.4,2.1,4.8,32,0,6.2,2.9,80000,70000,1260000,1170000,383904,3.72,163,0.4,SA,1
793,20.5,3.6,7.9,73,70,4.5,5.3,610000,700000,1510000,4250000,3010961.842,0.57,111,0.9,SA,0
794,13.3,2.6,5.7,23,18,3.7,1.8,60000,40000,340000,470000,302119.0661,1.21,147,0.8,IA,0
795,18.1,2.4,5.4,32,0,4,4.2,50000,40000,520000,1090000,226019.7719,2.63,179,1,SA,1
796,22.3,3,6.4,50,35,6.3,5.5,130000,180000,2050000,4240000,643576.676,3.58,166,0.4,SA,0
797,31,4.5,11.1,50,17,7.4,2.7,720000,340000,2860000,2540000,3493206.593,0.91,142,0.3,SA,0
798,30.4,2.5,6.2,18,15,3.2,3.1,80000,60000,190000,440000,382134.8571,0.56,170,0.6,SA,0
799,26.2,4.3,9.3,51,29,15.2,6.7,510000,300000,12400000,15750000,2429859.581,5.63,158,0.7,SA,0
800,37.8,1.9,4.1,30,29,7.3,3.1,110000,110000,1690000,2240000,544308.1232,3.41,110,0.9,SA,0
801,45.7,1.9,5,32,0,5.7,3.4,90000,60000,1060000,1250000,443775.1765,2.72,11,0.4,SA,1
802,56.2,1.8,4.6,32,0,4.7,4.2,20000,20000,720000,1300000,105081.6492,7.81,138,0.3,SA,1
803,-14.1,2.1,5.1,26,9,11.2,4.4,110000,30000,3340000,3210000,525907.2,7.2,21,0.7,SA,0
804,-0.3,2.1,4.9,24,19,7.2,3.5,90000,50000,1290000,1850000,460022.2166,3.14,10,0.7,SA,0
805,8.9,4.8,11,65,10,5.5,0.8,660000,40000,2070000,860000,3170578.125,0.72,74,0.6,SA,0
806,27.7,6.3,4.9,32,0,5.2,2.6,160000,50000,890000,900000,791015.811,1.27,113,0.4,1,
807,39.3,3.9,7.4,99,12,6.4,1.3,720000,60000,4250000,1990000,3487334.4,1.35,85,0.4,IA,0
808,54.1,2.8,4.9,32,0,3,2.5,30000,20000,290000,500000,156246.729,2.14,175,0.5,IA,1
809,48,2.6,5.2,64,19,8,4.8,150000,70000,4290000,5500000,741880.8112,6.41,33,0.7,IA,0
810,61.4,1.9,3.5,32,0,4,3.3,60000,60000,520000,880000,292823.6453,2.03,8,0.5,IA,1
811,-58.2,1.7,4.5,32,0,5,3.2,40000,30000,840000,1050000,201913.0435,4.6,134,0.8,IA,1
812,-38.5,1.5,3.8,32,0,6,4.4,40000,30000,1190000,1740000,190252.0626,7.03,43,0.5,IA,1
813,-5.6,1.7,4.4,32,0,5.5,3.9,30000,20000,1000000,1440000,124319.469,9.04,108,0.6,IA,1
814,9.8,2.1,5.6,57,14,8.4,3.2,270000,90000,4220000,3990000,1311643.011,3.56,39,1,IA,0
815,24.1,1.9,5.1,32,0,8.5,3.9,50000,40000,2390000,2210000,255155.1331,10.52,139,0.7,IA,1
816,-59.2,1.8,4.5,32,0,5.1,5.2,60000,30000,850000,1760000,296418.2577,3.26,157,0.4,IA,1
817,-43.4,2.3,5.7,71,12,5.3,1.2,350000,90000,2120000,1060000,1665817.835,1.39,47,0.7,IA,0
818,-44.6,2.1,5.4,32,0,3,3.1,70000,50000,290000,600000,337745.4545,0.99,171,0.5,IA,1
819,-26.1,1.7,4.4,61,14,9.3,4.9,180000,90000,5490000,6520000,892902.0831,6.86,116,0.6,IA,0
820,-22.9,2.1,4.8,32,0,13.2,15.9,100000,70000,5720000,13850000,501811.2,12.9,98,0.5,IA,1
821,-4.4,1.5,3.9,32,0,8.8,5.4,50000,30000,2520000,3090000,227614.7848,12.64,98,0.4,IA,1
822,-26.2,3.8,9.7,38,13,7.1,2.7,250000,90000,1960000,1760000,1228722.862,1.81,142,0.6,IA,0
823,-21.1,2.5,6.7,41,19,5.9,2.7,180000,180000,1480000,1580000,886091.3422,1.87,81,0.7,IA,0
824,-14.7,2.3,5.6,32,0,3.8,3.3,50000,40000,470000,820000,243852.2182,2.2,6,0.5,IA,1
825,32.3,2.3,6.2,18,17,8.2,8.1,150000,100000,1280000,2860000,735697.1309,1.91,84,0.6,SA,0
826,-42.3,2.4,6.1,32,0,3.7,1.6,90000,20000,450000,400000,434710.1538,1.17,97,0.5,IA,1
827,-33.7,2.3,6.2,31,21,3.5,3.2,80000,50000,390000,740000,397197.973,1.11,81,0.8,IA,0
828,-17.8,2.4,6,29,12,4.5,1.7,250000,120000,600000,550000,1217495.089,0.56,127,0.4,IA,0
829,-21.2,3.6,8.5,93,18,6.5,1.9,820000,180000,4050000,2360000,4001630.921,1.14,130,0.3,IA,0
830,-20.6,2.3,5.9,32,0,9.8,6.8,60000,50000,3200000,4390000,269492.3021,13.24,121,0.5,IA,1
831,-20.1,1.9,4.6,31,27,10,9.9,150000,150000,3200000,7200000,756113.4454,4.76,133,0.7,IA,0
832,-12.2,2,4.9,96,44,8.2,3.3,190000,240000,6650000,7140000,929814.0744,8.06,173,0.8,IA,0
833,-19,2.1,5,52,37,8.7,5.7,220000,250000,4110000,5640000,1065164.727,4.29,154,0.4,IA,0
834,-5,1.8,5.1,46,34,5.5,6.5,110000,140000,1480000,3030000,534944.2053,3.02,64,0.6,IA,0
835,0.3,1.5,4.2,31,25,8.2,5.1,90000,60000,2160000,3580000,432149.0786,5.6,93,1,IA,0
836,2.2,2.1,5.1,26,23,8.9,5.9,120000,90000,2100000,3400000,588924.399,4.06,161,0.8,IA,0
837,39.9,1.3,4,32,0,2.1,2.7,20000,10000,150000,370000,96946.93491,1.69,106,0.6,IA,1
838,-112.1,1.4,5.1,32,0,5.5,2.8,30000,20000,980000,1030000,155442.3237,7.23,16,0.7,SA,1
839,-69.1,1.4,3.6,32,0,6.2,4.5,50000,40000,1280000,1870000,222796.0811,6.41,114,0.7,CR,1
840,-61.3,1.7,4.7,32,0,5.9,4,40000,20000,1150000,1550000,195062.009,6.63,165,0.5,CR,1
841,-59,6.1,16.4,32,0,5,4,350000,280000,840000,1350000,1688727.273,0.55,55,0.3,SA,1
842,-49.3,3.1,7.7,48,11,13.2,3.4,350000,60000,8670000,4540000,1718592.34,5.65,52,1.1,CR,0
843,-42.7,5.4,13.8,51,24,7.1,4.2,570000,600000,2700000,3790000,2738372.945,1.09,82,0.8,CR,0
844,-35.8,4,9.7,30,52,3.1,4.8,630000,1220000,290000,1090000,3042875.455,0.11,169,0.4,CR,0
845,-38.6,7.6,19.5,48,15,7.2,1.8,810000,110000,2600000,1940000,3903972.324,0.74,88,0.7,CR,0
846,-31.1,3.5,8.7,40,15,5.4,2.4,310000,100000,1190000,920000,1538852.727,0.88,152,0.4,CR,0
847,-34.9,5,12.3,49,15,6.1,1.8,570000,300000,1920000,1210000,2713897.038,0.78,36,0.6,CR,0
848,-38.6,8.8,22.3,104,23,6.1,5.1,1520000,450000,3980000,6710000,7488140.4,0.6,44,0.6,SA,0
849,-24.3,5.8,14.7,63,42,1.7,3.2,280000,260000,190000,610000,1409221.8,0.15,26,0.8,CR,0
850,-28.3,7.8,21.9,65,55,8.5,5.5,650000,250000,4880000,7090000,3188506.579,1.71,124,1.5,CR,0
851,-26.6,3.4,9.8,16,13,6.5,5.1,150000,250000,700000,1220000,720033.0275,1.09,149,0.5,SA,0
852,-24.6,7.6,20,50,76,9.3,14.3,560000,240000,4490000,13320000,2713915.946,1.85,72,1.6,SA,0
853,-26.3,8.1,23.1,45,28,16,9.5,1080000,1880000,12100000,16980000,5204171.206,2.57,50,0.4,SA,0
854,-21.7,2.5,6.6,12,16,13.5,10.9,150000,180000,2330000,4800000,705307.5,3.6,9,0.6,CR,0
855,-21.9,2.3,5.9,32,0,8,5.9,100000,90000,2120000,3100000,497432.636,4.78,1,0.6,CR,1
856,-25.3,2.5,6.5,32,0,5.3,5.7,80000,90000,940000,2010000,378115.8261,2.76,127,0.4,SA,1
857,-17.2,5.8,14,57,34,5.9,2.4,890000,920000,2050000,1970000,4346455.415,0.53,87,0.6,CR,0
858,-19.9,3,7.3,32,0,8.9,6.1,140000,150000,2610000,3590000,670343.9453,4.39,140,0.3,SA,1
859,-20,6.9,17.5,46,28,7.4,5.7,600000,290000,2600000,4200000,2924512.56,1,35,0.9,CR,0
860,-18.6,3.6,8.9,32,0,5,2.1,170000,50000,820000,690000,852110.0917,1.09,134,0.6,SA,1
861,-18.1,8.3,21.9,73,100,6.8,5.4,1780000,3270000,3520000,6960000,8708841.6,0.45,66,1.4,CR,0
862,-13.6,5.3,13.6,29,18,6.7,3.1,360000,270000,1360000,1080000,1757443.5,0.86,126,0.5,CR,0
863,-12.5,4.6,11.5,32,0,2.1,0,90000,160000,150000,0,431158.7368,0.38,161,0.3,CR,1
864,-14,6.1,17.4,59,87,6.4,4.7,800000,500000,2470000,6070000,3951716.958,0.71,25,1.2,CR,0
865,-12.5,5.6,14.4,63,51,2.1,0,370000,790000,300000,240000,1792003.5,0.18,9,0.5,SA,1
866,-5.2,1.9,4.9,22,18,1.6,1,50000,30000,60000,110000,242176,0.27,136,0.8,SA,0
867,-0.3,1.7,4.6,34,27,9.7,11.2,130000,130000,3410000,10180000,632727.1993,5.87,55,0.3,CR,0
868,-7.3,2.8,6.7,27,30,3.2,5.9,90000,110000,290000,1030000,439716.8219,0.73,25,0.7,SA,0
869,-9.4,7,17,70,56,5,8.1,220000,270000,1840000,5350000,1075000,1.89,0,0.6,CR,0
870,-2.3,2.1,5.4,32,0,4.7,5.3,30000,30000,740000,1670000,134981.5263,6.08,109,0.6,CR,1
871,0,6.6,17.1,32,0,9.5,4.6,300000,310000,2960000,2860000,1503573.094,2.23,152,0.3,CR,1
872,-4.6,5.7,14.3,54,41,4.9,5.8,190000,140000,1340000,3750000,923486.4663,1.63,25,0.8,CR,0
873,0,2,4.7,51,32,6.9,4,170000,80000,2550000,3980000,800862.4176,3.52,3,0.6,CR,0
874,-3.7,2.1,5.3,32,0,3.9,3.4,70000,50000,510000,890000,340410.7952,1.66,0,0.3,CR,1
875,-3.8,2.1,5.1,64,36,12.2,7.6,290000,210000,9960000,14040000,1391120.423,7.95,136,0.6,SA,0
876,3.6,1.8,4.9,32,0,9.4,4.6,70000,50000,2940000,2860000,364345.2519,9.01,152,0.6,CR,1
877,-4.8,1.9,5,46,26,8.4,4.8,220000,180000,3360000,4900000,1073597.538,3.51,73,0.9,CR,0
878,2.6,2,5.2,32,0,5.4,4.9,110000,80000,970000,1750000,555565.2923,1.95,37,0.2,SA,1
879,8.7,7.9,21.8,59,57,2.3,4.7,540000,330000,330000,1270000,2588283.643,0.14,31,0.9,CR,0
880,5.7,1.5,4.3,32,0,3.8,2.4,40000,20000,480000,620000,172499.9614,3.11,84,0.5,SA,1
881,10.3,1.7,4.5,32,0,6.9,2.4,60000,20000,1580000,1100000,294801.12,6,154,0.5,CR,1
882,8.1,10,28,65,23,14.9,7,2870000,1920000,15000000,13790000,13961653.88,1.2,156,0.7,CR,0
883,17,2,4.8,35,32,6.7,4.5,90000,100000,1650000,2660000,435347.2912,4.19,31,0.5,CR,0
884,22.5,3.4,8.1,46,12,10.2,2.4,490000,70000,4980000,2430000,2405350.753,2.31,114,0.5,CR,0
885,37.4,1.5,3.6,19,10,7.5,3.2,80000,60000,1120000,1150000,398977.09,3.11,143,0.5,CR,0
886,60.6,1.5,4.1,32,0,5.3,2.4,60000,30000,910000,820000,319143.633,3.27,171,0.4,CR,1
887,-26.9,3,7.4,44,12,9.9,3.9,260000,50000,4530000,4520000,1233187.892,4.06,155,0.3,SA,0
888,-18.8,3.8,9,38,15,6,1.6,230000,30000,1420000,1050000,1142624.46,1.39,122,0.6,SA,0
889,-31.4,2.7,6.9,86,10,9.1,1.1,700000,70000,7430000,2040000,3416631.099,2.42,135,0.6,SA,0
890,-23.5,2.2,5.5,43,13,5.5,2.2,200000,60000,1350000,1110000,955804.2722,1.58,2,0.4,SA,0
891,-33.9,4.4,10.8,33,11,5.7,1.1,250000,30000,1120000,580000,1196912.856,1.04,145,0.7,SA,0
892,-16.1,2.6,6.5,32,0,5,2.9,150000,90000,820000,970000,755121.9512,1.23,18,0.5,SA,1
893,-16.3,3.3,8.3,49,21,2.8,1.8,290000,160000,400000,590000,1393780.5,0.32,15,0.5,IA,0
894,-9.1,2.3,5.9,22,12,6.5,1.8,100000,20000,950000,660000,513880.7143,2.1,89,0.9,SA,0
895,105.2,1.4,4.8,35,15,6.5,3.2,60000,30000,1510000,2040000,296516.1917,5.79,90,0.9,CR,0
896,125.5,1.3,4.9,24,23,10.5,4.8,50000,30000,2770000,3560000,259459.9662,11.84,174,1,CR,0
897,-92.9,1.4,4.1,36,26,6,3.4,40000,20000,1360000,2340000,212522.0339,7.08,22,0.6,CR,0
898,-83.8,5.9,16.1,62,20,6,3.1,890000,550000,2330000,2550000,4318920,0.6,45,0.3,CR,0
899,-82.5,4.2,12.4,54,37,2.1,0,230000,550000,250000,180000,1063386.692,0.26,57,0.6,CR,1
900,-80.1,1.7,4.4,32,0,3,2.1,30000,10000,290000,410000,157720.7547,2.12,19,0.6,CR,1
901,-77.4,9.4,24.9,47,31,11.9,5.6,630000,550000,6980000,7040000,3054242.241,2.53,162,0.6,CR,0
902,-80.8,4.4,12.5,32,0,3.6,7,210000,410000,430000,1650000,1046717.217,0.46,7,0.4,CR,1
903,-74.9,4.8,11.6,55,31,5.3,5.9,330000,220000,1600000,3440000,1615934.189,1.11,27,0.3,CR,0
904,-78.9,2.8,7.3,35,40,7.1,6.5,120000,270000,1870000,4510000,565859.2127,3.62,24,0.9,CR,0
905,-78.1,3,7.3,49,29,9.4,6.9,230000,280000,4480000,8090000,1122033.938,4.48,38,0.4,CR,0
906,-70.3,4,9.4,29,26,11.7,9.1,150000,260000,4070000,7680000,764336.5522,6.03,41,0.8,CR,0
907,-70.7,3.9,10.5,32,0,10.6,9.2,50000,60000,3700000,6450000,230757.2537,18.09,35,0.3,CR,1
908,-73.4,3.1,7.2,40,24,8.1,4.7,340000,310000,2700000,3900000,1655939.348,1.84,136,0.5,CR,0
909,-74.3,5.7,15.3,32,0,17.3,17,250000,330000,9890000,19370000,1234097.9,9.01,61,0.3,CR,1
910,-69.5,6.3,14.9,40,22,5.6,4.3,530000,460000,1300000,2040000,2600640,0.56,170,0.6,CR,0
911,-68.9,7.5,19.2,32,0,7.3,9.3,190000,120000,1780000,4490000,899922.7636,2.2,18,0.2,CR,1
912,-71.1,5.1,13,77,72,10.3,9.4,760000,730000,8530000,20570000,3676018.5,2.58,55,0.4,CR,0
913,-68.6,9.9,24.9,32,0,1.2,3.1,1360000,670000,50000,240000,5349888,0.01,172,0.2,CR,1
914,-68.8,4.4,11.4,61,31,3.9,4.7,330000,400000,990000,2160000,1538839.157,0.7,85,0.6,CR,0
915,-68.3,7.5,17.4,97,28,5,3,2200000,1460000,2480000,2860000,10828557.69,0.26,60,0.3,CR,0
916,-62.2,5.9,14.6,53,20,8.1,4.9,640000,570000,3620000,4470000,3129597,1.29,159,0.3,CR,0
917,-71.1,7.5,17.8,52,96,1,2.1,480000,810000,60000,260000,2012400,0.03,37,0.8,CR,0
918,-68.4,3.5,8.8,34,56,7.6,3.3,330000,240000,2030000,3560000,1594418.35,1.43,67,0.7,CR,0
919,-59.4,3.4,7.2,40,23,1.6,1.2,170000,230000,110000,170000,792576,0.15,87,0.6,CR,0
920,-54.5,4.9,11.1,67,62,4.4,3.9,810000,360000,1320000,3610000,4070152.216,0.37,62,0.3,CR,0
921,-60.6,4.5,10.5,55,30,2.3,3.8,240000,360000,310000,980000,1164803.276,0.29,86,0.4,CR,0
922,-61.1,4,9.8,58,39,3.9,5.8,200000,130000,910000,2600000,1004128.412,1.02,135,0.8,CR,0
923,-55.9,11,26,58,11,7.8,2.5,2270000,740000,3660000,2150000,11072551.14,0.37,8,0.5,CR,0
924,-55.3,4.5,10,87,34,6.4,1.5,1160000,590000,3740000,2740000,5590873.946,0.74,105,0.6,CR,0
925,-59.2,1.9,4.5,17,18,1.9,2.1,50000,50000,60000,130000,229840.5484,0.31,172,0.7,CR,0
926,-56.6,4.2,9.8,36,26,9.2,7.7,240000,170000,3160000,5600000,1152317.081,3.07,85,0.7,CR,0
927,-48.6,5.6,13.8,44,40,5.4,2.8,340000,370000,1310000,1760000,1673718.472,0.89,32,0.3,CR,0
928,-50.2,2.2,5.3,32,0,4.1,3.3,50000,70000,540000,880000,269191.8621,2.32,150,0.4,CR,1
929,-48.1,5.3,12.1,52,82,11.3,21.4,250000,240000,6950000,30180000,1204515.731,6.4,92,0.2,CR,0
930,-44.4,1.5,3.9,11,13,7.2,3.1,70000,50000,620000,990000,331024.32,2,95,0.8,CR,0
931,-51.2,3.7,8.5,60,33,10.2,4.3,260000,270000,6450000,9060000,1253880,5.78,50,0.8,CR,0
932,-45.4,2.8,6.7,44,44,5,5.6,200000,280000,1150000,3230000,960225.5639,1.33,112,0.5,CR,0
933,-47,4.6,10.5,32,0,10.3,6.2,370000,160000,3480000,4190000,1808007.193,2.18,65,3.4,CR,1
934,-47,4.7,11.4,83,25,5.8,1.9,680000,230000,2940000,1550000,3241651.32,1,122,0.4,CR,0
935,-42.9,6.5,16.4,69,45,11.2,8.9,220000,240000,9020000,13810000,1088718.631,9.23,30,0.7,CR,0
936,-47.3,1.8,4.4,29,23,6.2,4.4,60000,70000,1160000,1900000,311864.1831,4.15,54,0.5,CR,0
937,-47,6.7,14.5,76,37,7.2,5.7,1090000,1750000,4130000,6770000,5257648.552,0.87,76,0.2,CR,0
938,-47.8,3.1,7.1,32,0,0.7,1.2,40000,30000,20000,60000,227556,0.08,165,0.7,CR,1
